NStage,RR,TopPres,StoF,DIST_C4H8_T1,RebDuty_T1,Puri_pred,Duty_pred
40,7,5,4,0.975572814,31244.1426,0.9838928,32124.379
40,7,5,5,0.983525929,38789.7939,0.99223197,38855.473
40,7,5,6,0.987855859,46392.3208,0.9958941,46099.32
40,7,5,7,0.990489992,53993.2745,0.9976001,53973.363
40,7,5,8,0.992198107,61582.6043,0.9984771,63038.875
40,7,5.5,1,0.82672377,13154.4702,0.8609072,15241.82
40,7,5.5,2,0.918116029,17408.3268,0.92393255,20837.94
40,7,5.5,3,0.956506189,24903.4609,0.9634695,26767.865
40,7,5.5,4,0.973509928,32458.8004,0.9830577,33235.402
40,7,5.5,5,0.98190066,40214.7664,0.9917835,40091.46
40,7,5.5,6,0.986547868,48002.5864,0.9956368,47495.465
40,7,5.5,7,0.989378484,55784.1456,0.99744093,55642.043
40,7,5.5,8,0.991232728,63552.0979,0.99837244,65064.832
40,7,6,1,0.822847146,13246.2464,0.85774726,15820.518
40,7,6,2,0.914409906,17992.1111,0.92121917,21534.781
40,7,6,3,0.953697597,25777.6603,0.96177137,27662
40,7,6,4,0.971372164,33571.6185,0.9821351,34272.117
40,7,6,5,0.980193175,41520.098,0.9912838,41273.094
40,7,6,6,0.985147521,49481.9126,0.9953486,48856.914
40,7,6,7,0.988178431,57433.3157,0.997262,57307.676
40,7,6,8,0.990176179,65367.7051,0.99825466,67115.125
40,8,3.5,1,0.845541657,14158.972,0.88756007,13288.609
40,8,3.5,2,0.933318845,17078.8975,0.94301736,18635.506
40,8,3.5,3,0.967251361,21305.9552,0.9739455,24084.895
40,8,3.5,4,0.981073372,28224.259,0.9881881,29969.031
40,8,3.5,5,0.98768539,34913.6147,0.9943035,36328.65
40,8,3.5,6,0.991190758,41809.2132,0.9969651,43178.69
40,8,3.5,7,0.993267689,48767.1491,0.9982091,50476.027
40,8,3.5,8,0.994590463,55738.8778,0.99885494,58532.008
40,8,4,1,0.841665557,14238.5056,0.88496673,14278.252
40,8,4,2,0.929747045,17470.8612,0.9411187,19669.121
40,8,4,3,0.964599584,22302.8375,0.97288066,25175.844
40,8,4,4,0.97924241,29817.9771,0.98763865,31177.219
40,8,4,5,0.98628446,36857.889,0.9940113,37653.758
40,8,4,6,0.990081487,44004.7136,0.9967971,44600.45
40,8,4,7,0.992354409,51205.3947,0.9981047,52034.37
40,8,4,8,0.993808763,58402.291,0.998786,60414
40,8,4.5,1,0.837715084,14316.2072,0.88216674,15183.7
40,8,4.5,2,0.926112089,17865.1471,0.93903035,20625.27
40,8,4.5,3,0.961732763,24390.8485,0.9716927,26240.947
40,8,4.5,4,0.977288361,31266.9169,0.9870207,32382.994
40,8,4.5,5,0.984791449,38564.7376,0.99368113,38970.098
40,8,4.5,6,0.988892349,45957.1468,0.9966068,46032.844
40,8,4.5,7,0.991355239,53366.6072,0.9979862,53639.93
40,8,4.5,8,0.992959925,60767.6139,0.99870795,62344.336
40,8,5,1,0.833719988,14392.5291,0.87917745,16002.506
40,8,5,2,0.922425272,18272.7569,0.9367547,21495.537
40,8,5,3,0.959047137,25304.9915,0.97037756,27248.525
40,8,5,4,0.975240569,32570.3689,0.9863299,33546.863
40,8,5,5,0.983207312,40115.5634,0.99330986,40248.98
40,8,5,6,0.987598188,47714.7232,0.99639225,47463.76
40,8,5,7,0.9902784,55317.731,0.9978525,55295.344
40,8,5,8,0.992023323,62906.3894,0.99861985,64331.832
40,8,5.5,1,0.829710586,14468.2113,0.87602043,16691.363
40,8,5.5,2,0.918684267,18718.8997,0.9342972,22273.756
40,8,5.5,3,0.956225768,26209.6863,0.9689317,28205.24
40,8,5.5,4,0.973099982,33760.0235,0.985562,34654.844
40,8,5.5,5,0.981537079,41521.4545,0.9928945,41486.82
40,8,5.5,6,0.986240201,49309.5878,0.996151,48866.367
40,8,5.5,7,0.989124602,57089.9806,0.997702,56971.426
40,8,5.5,8,0.991016903,64856.9471,0.9985205,66369.875
40,8,6,1,0.825700802,14543.7014,0.87272006,17252.906
40,8,6,2,0.914858678,19286.9792,0.931666,22964.412
40,8,6,3,0.953316609,27068.2408,0.96735257,29099.762
40,8,6,4,0.970872216,34861.4261,0.9847127,35691.5
40,8,6,5,0.979757884,42809.8585,0.99243104,42674.992
40,8,6,6,0.984783997,50771.2382,0.9958807,50238.613
40,8,6,7,0.987877553,58722.0074,0.99753296,58651.145
40,8,6,8,0.98992614,66659.527,0.9984089,68432.11
40,9,3.5,1,0.847215087,15546.592,0.901789,14832.589
40,9,3.5,2,0.933098703,18463.0988,0.95161706,20156.668
40,9,3.5,3,0.966738263,22687.2145,0.97811496,25566.738
40,9,3.5,4,0.980666557,29608.0282,0.99002707,31415.918
40,9,3.5,5,0.98740466,36295.0765,0.99511164,37737.14
40,9,3.5,6,0.990991918,43194.9348,0.9973421,44530.66
40,9,3.5,7,0.99312085,50150.3898,0.99840325,51773.02
40,9,3.5,8,0.994479015,57119.2356,0.9989662,59804.68
40,9,4,1,0.843292631,15605.62,0.8991413,15799.197
40,9,4,2,0.929455903,18834.2035,0.9498127,21158.582
40,9,4,3,0.963999253,23662.8702,0.97713387,26639.559
40,9,4,4,0.978758133,31177.3497,0.9895226,32613.25
40,9,4,5,0.985940695,38208.6036,0.9948405,39055.87
40,9,4,6,0.989833374,45361.4932,0.9971841,45954.836
40,9,4,7,0.992159108,52568.069,0.998304,53339.523
40,9,4,8,0.993664869,59759.5653,0.99890053,61685.312
40,9,4.5,1,0.839283338,15664.1663,0.89628774,16673.05
