Solvent_Index alias Run_Index NStage_T1 RR_T1 TopPres_T1 StoF_T1 NStage_T1 RR_T1 TopPres_T2 DIST_C4H8_T1 DIST_C4H6_T1 RebDuty_T1 DIST_C4H6_T2 DIST_SOL_T2 RebDuty_T2 hasIssue hasERROR CAPEX OPEX TAC TimeCost 
0 C4H6O3 0 80 9.946587545327228 3.5066187620416094 1.561170916195494 20 0.651846952110162 3.5026167725123014 0.992417255 0.00738822451 17411.2063 0.992417263 0.9999377 7171.73712 False False 6755170.19 5846647.36 8563001.3 23.264263153076172 
0 C4H6O3 1 80 9.999406015514127 3.535369541905433 2.8894800891707004 20 1.106120062594282 3.504179812954569 0.999503289 0.000309660489 20702.6413 0.999503289 0.999967632 10541.4643 False False 7552451.75 6922211.71 9959164.36 21.442387580871582 
0 C4H6O3 2 80 9.998918757427719 3.5285420432146757 2.4234690699429104 20 0.9279377327974707 3.500133312549773 0.998993089 0.000815961834 19428.8018 0.99899309 0.999960604 9471.59505 False False 7277261.22 6547151.57 9473446.03 21.52093243598938 
0 C4H6O3 3 80 9.972648150344021 3.5250567942689486 2.459411835639077 20 0.9434268344437677 3.5019690619628143 0.999059788 0.000750040263 19482.8173 0.999059789 0.999961338 9567.37735 False False 7292914.68 6568041.02 9500629.97 21.592124462127686 
0 C4H6O3 4 80 9.995085424636498 3.500805392583094 2.296001178744496 20 0.8809972950546037 3.5014066405405866 0.998725951 0.00108487932 19087.2923 0.998725953 0.999958805 9181.73056 False False 7212959.98 6447217.07 9347655.05 21.483392238616943 
0 C4H6O3 5 80 9.989609898336237 3.5093796646388773 1.677420031112474 20 0.6875785231624151 3.5191929657724588 0.994478546 0.00532671542 17699.598 0.994478552 0.999941953 7524.41249 False False 6837661.27 5956537.56 8706062.38 21.50149893760681 
0 C4H6O3 6 80 9.990710126276545 3.529921847301338 2.578317425165766 20 0.9822234957709246 3.500045125829419 0.99922775 0.000582732137 19823.4664 0.999227751 0.999963248 9835.90273 False False 7365707.38 6667000.06 9628860.04 21.61730694770813 
0 C4H6O3 7 80 9.942494387997918 3.500277910403668 2.6596031582078536 20 1.0280688171743524 3.5004911629182387 0.999332057 0.00048255379 19954.0093 0.999332058 0.999965147 10079.5343 False False 7416213.68 6725409.45 9707578.76 21.501325845718384 
0 C4H6O3 8 80 9.998750072281082 3.501255909684138 1.7743893103572195 20 0.7305441522030606 3.5016568795618577 0.995744544 0.00406195986 17908.1093 0.995744548 0.999945475 7815.07679 False False 6907006.12 6041892.41 8819301.82 21.442407608032227 
0 C4H6O3 9 80 9.997754889884078 3.51540169342838 1.9721910293309692 20 0.8088371304363751 3.500107597665089 0.997404103 0.00240213798 18337.8508 0.997404106 0.999950877 8374.56695 False False 7022533.99 6203305.16 9027170.03 21.530717849731445 
0 C4H6O3 10 80 9.996001997883564 3.5145966011365375 2.8483271258193255 20 1.10731813397648 3.5047509928474865 0.999482159 0.00033267725 20562.6629 0.999482159 0.999967496 10502.3434 False False 7539579.25 6898456.64 9930233.07 21.581836700439453 
0 C4H6O3 11 80 9.98030499142995 3.5241143311422953 1.8238069210171948 20 0.8183568881181352 3.5031867766844678 0.996251439 0.00355280352 17993.6623 0.996251443 0.999946333 8041.91243 False False 6937546.01 6102063.5 8891753.45 21.50632333755493 
0 C4H6O3 12 80 9.96318896628936 3.516120096201464 1.5966552975141453 20 0.7967472495436684 3.500789340953271 0.993118595 0.00668582642 17504.7746 0.993118602 0.999938754 7459.88667 False False 6810373.36 5936483.55 8675035.49 21.546303033828735 
0 C4H6O3 13 80 9.990709732200294 3.5006884167283756 2.0930897594580844 19 0.8176440814035884 3.5007473246299727 0.998053634 0.00175526571 18596.7946 0.998053637 0.99995435 8658.18009 False False 7061665.54 6284676.84 9124277.09 21.56125259399414 
0 C4H6O3 14 80 9.99999761446985 3.529412009876581 1.7209860924793627 20 0.6956328437443081 3.5011389929177112 0.995099187 0.00470398847 17807.7798 0.995099192 0.999942816 7617.42827 False False 6856224.61 5988232.5 8745221.91 21.49569082260132 
0 C4H6O3 15 80 9.987160370561215 3.5133050575847142 2.404720793658948 20 0.9275072913473994 3.519542462529517 0.998963454 0.000847101103 19355.4098 0.998963455 0.99996061 9468.26602 False False 7270975.78 6535472.39 9459239.39 21.65314483642578 
0 C4H6O3 16 80 9.995785857466766 3.5079000948957186 2.86942278716797 20 1.1072029206946277 3.5053179297444954 0.999497169 0.000318600595 20616.6785 0.99949717 0.999967898 10545.6801 False False 7552996.47 6912944.74 9950116.44 21.473089456558228 
0 C4H6O3 17 80 9.896245744950697 3.514512422828495 2.3408629731559727 20 0.898760572805695 3.5010582995936894 0.998846028 0.000963826814 19069.5303 0.998846029 0.999959386 9283.48152 False False 7203876.15 6445252.94 9342038.19 21.557039260864258 
0 C4H6O3 18 80 9.996841039498872 3.5060735104933314 2.6038576708660393 20 1.0008030482602832 3.505256502972502 0.999264123 0.000549233915 19883.3912 0.999264123 0.99996416 9939.58538 False False 7395541.25 6697984.08 9671840.69 21.525296688079834 
0 C4H6O3 19 80 9.955145634931556 3.5066373909082063 2.08577002917015 20 0.8176440814035884 3.5007791835640707 0.998027509 0.00178068502 18533.4383 0.998027511 0.99995402 8645.53578 False False 7075056.3 6267188.13 9112173.01 21.607611656188965 
0 C4H6O3 20 80 9.9967395411321 3.5168571046186226 2.768638604377732 20 1.0914283066021968 3.5039119492940705 0.999423069 0.000390744628 20341.3791 0.99942307 0.999966376 10342.9927 False False 7494847.61 6840478.47 9854267.65 21.47466254234314 
