,Index,Alias,Sol_prop,Pro_var,f_all_DIST_C4H8_T1,f_all_RebDuty_T1,f_all_DIST_C4H6_T2,f_all_RebDuty_T2,f_ave_DIST_C4H8_T1,f_ave_RebDuty_T1,f_ave_DIST_C4H6_T2,f_ave_RebDuty_T2,f_std_DIST_C4H8_T1,f_std_RebDuty_T1,f_std_DIST_C4H6_T2,f_std_RebDuty_T2,DIST_C4H8_T1,DIST_C4H6_T1,RebDuty_T1,DIST_C4H6_T2,DIST_SOL_T2,RebDuty_T2,hasIssue,hasERROR,CAPEX,OPEX,TAC,RebDuty_total
20,4,C4H6O2-N1,"[1.55722735e+00 1.26968514e+00 8.60904400e+01 9.79078611e+02
 1.60859221e+02 7.51024251e-01]","[67 9.848546407577878 3.6355997657690335 2.402797765970957 18
 1.998620824787033 3.5468979728273995]",[0.95102376 0.95527369 0.94537336 0.9587031  0.96010441],"[17677.97851562 18789.765625   18937.07226562 18973.015625
 20365.09960938]",[0.98747921 0.98967487 0.98936558 0.98466808 0.98674667],[8543.67285156 6361.43994141 7552.21191406 6308.94482422 4416.84277344],0.954095662,18948.58633,0.98758688,6636.622461,0.005370967,854.0383445,0.00183087,1384.605731,0.984529249,0.001803129,18255.6881,0.984469582,0.997143073,7762.33466,FALSE,FALSE,6728955.39,6050970.77,8756783.34,26018.02276
21,4,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[67 9.848546407577878 3.6355997657690335 2.402797765970957 18
 1.998620824787033 3.5468979728273995]",[0.93779278 0.94601947 0.93257558 0.9372865  0.9455148 ],"[19429.06054688 20682.80664062 20491.09570312 21681.36328125
 24139.87109375]",[0.99076849 0.99299735 0.9929598  0.99054855 0.994331  ],"[10115.12011719  9057.84082031  9579.70117188  9246.93945312
  6657.84179688]",0.939837825,21284.83945,0.992321038,8931.488672,0.005174407,1596.547827,0.0014462,1192.149908,0.994747884,0.004801515,19772.1107,0.99474793,0.999906234,10797.1802,FALSE,FALSE,6992099.45,6980287,9791913.7,30569.2909
22,4,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[67 9.848546407577878 3.6355997657690335 2.402797765970957 18
 1.998620824787033 3.5468979728273995]",[0.93439543 0.94936758 0.94065154 0.93107873 0.94726086],"[20919.50585938 21828.71875    21080.3125     21637.09960938
 24789.5703125 ]",[0.99400192 0.99517208 0.99487227 0.99396956 0.99691904],"[10713.10253906 10571.65625    10525.38183594 10802.92480469
  7821.51660156]",0.940550828,22051.04141,0.994986975,10086.91641,0.00707643,1410.17751,0.001075708,1137.016976,0.972725524,0.027256058,19469.345,0.972725543,0.999996167,11615.9895,FALSE,FALSE,7234071.87,7073328.91,9982256.3,31085.3345
23,4,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[67 9.848546407577878 3.6355997657690335 2.402797765970957 18
 1.998620824787033 3.5468979728273995]",[0.90663856 0.91602558 0.91788501 0.90631837 0.92224646],"[21411.56835938 21800.2421875  21130.23632812 22311.96484375
 24680.97070312]",[0.99385011 0.99693191 0.99632567 0.99610931 0.99761593],"[ 9827.83300781 10077.78613281 10158.49804688 10035.07910156
  8242.00097656]",0.913822794,22266.99648,0.996166587,9668.239453,0.006328373,1270.522269,0.001271296,721.4263086,0.960899826,0.039090973,20626.5498,0.960899853,0.999998085,11514.4088,FALSE,FALSE,7438493.31,7208439.24,10199567.5,32140.9586
24,4,C4H6O3,"[1.70123065e+00 2.34424667e+00 1.02089840e+02 1.07407895e+03
 1.60937477e+02 8.42570370e-01]","[67 9.848546407577878 3.6355997657690335 2.402797765970957 18
 1.998620824787033 3.5468979728273995]",[0.97162002 0.97829628 0.95735145 0.96784043 0.97787523],"[18884.796875   19847.21875    20375.64257812 21404.02539062
 23809.9609375 ]",[0.99109483 0.99356502 0.9927994  0.99133611 0.9957158 ],"[15484.09082031 12416.35742188 12786.52246094 13090.55859375
  7277.37597656]",0.970596683,20864.32891,0.992902231,12210.98105,0.007698591,1682.848467,0.00167842,2690.754192,0.997309483,0.002487897,19103.8459,0.997309487,0.999957837,10991.7031,FALSE,FALSE,6831603.88,6924041.29,9671130.34,30095.549
25,5,C4H6O2-N1,"[1.55722735e+00 1.26968514e+00 8.60904400e+01 9.79078611e+02
 1.60859221e+02 7.51024251e-01]","[77 9.469793016689612 3.501006401248457 2.3228131160528758 19
 1.9980614189966044 3.6279004690204015]",[0.95321745 0.95794791 0.94598436 0.95844406 0.95967668],"[16970.30859375 18149.91210938 18142.66210938 17940.19921875
 19399.28125   ]",[0.9878422  0.98988134 0.98986328 0.985232   0.98777652],[8465.48046875 6273.40820312 7447.83007812 6209.06982422 4377.47998047],0.955054092,18120.47266,0.988119066,6554.653711,0.005037214,773.5743475,0.001713303,1370.228859,0.986009377,0.000884239,17605.0335,0.985983095,0.997172739,7774.54948,FALSE,FALSE,7072946.69,5901498.1,8745634.67,25379.58298
26,5,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[77 9.469793016689612 3.501006401248457 2.3228131160528758 19
 1.9980614189966044 3.6279004690204015]",[0.94005972 0.94812369 0.93188965 0.93600577 0.94436389],"[18595.03710938 19896.09765625 19680.5234375  20596.44140625
 23180.83203125]",[0.99100375 0.99317849 0.99330819 0.99093306 0.99466765],"[10075.59570312  8990.34277344  9495.38964844  9141.03515625
  6627.9453125 ]",0.940088546,20389.78633,0.992618227,8866.061719,0.005774667,1536.264922,0.001444741,1179.766699,0.99706163,0.002512973,19032.1961,0.997061654,0.99990843,10777.027,FALSE,FALSE,7326844.46,6815221.93,9761454.55,29809.2231
27,5,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[77 9.469793016689612 3.501006401248457 2.3228131160528758 19
 1.9980614189966044 3.6279004690204015]",[0.93755621 0.95147121 0.93987489 0.92915756 0.9454897 ],"[20078.38476562 21043.1796875  20256.421875   20676.43359375
 23795.734375  ]",[0.9940899  0.99526596 0.9950949  0.9941498  0.99701703],"[10700.09277344 10550.30175781 10493.52636719 10717.53515625
  7801.94335938]",0.940709913,21170.03086,0.995123518,10052.67988,0.00752,1355.021845,0.001060468,1128.624299,0.979514089,0.020468848,18748.2424,0.979514103,0.999996327,11549.6435,FALSE,FALSE,7571092.02,6903138.26,9947586.44,30297.8859
28,5,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[77 9.469793016689612 3.501006401248457 2.3228131160528758 19
 1.9980614189966044 3.6279004690204015]",[0.91014123 0.91930109 0.91966224 0.90637898 0.92192799],"[20559.578125   20925.58203125 20268.12304688 21143.51757812
 23581.7265625 ]",[0.99402195 0.99707437 0.99650794 0.99628371 0.99776196],"[ 9828.14257812 10026.63964844 10123.71875     9911.44433594
  8226.17480469]",0.915482306,21295.70547,0.996329987,9623.224023,0.006082752,1181.850587,0.00126218,705.6979836,0.96875221,0.031239254,19839.7533,0.968752231,0.999998163,11488.0322,FALSE,FALSE,7768482.37,7036128.24,10159950,31327.7855
29,5,C4H6O3,"[1.70123065e+00 2.34424667e+00 1.02089840e+02 1.07407895e+03
 1.60937477e+02 8.42570370e-01]","[77 9.469793016689612 3.501006401248457 2.3228131160528758 19
 1.9980614189966044 3.6279004690204015]",[0.97235978 0.97875929 0.95431608 0.96568352 0.97610056],"[18038.33398438 19018.71484375 19574.04296875 20449.50585938
 22934.82421875]",[0.99124289 0.99362528 0.99303496 0.99162042 0.99590296],"[15323.45507812 12314.01757812 12647.66894531 12924.01269531
  7217.51220703]",0.969443846,20003.08438,0.993085301,12085.3333,0.008747358,1661.787872,0.001659738,2655.29719,0.998666152,0.001145447,18398.0117,0.998666154,0.999959446,10941.5442,FALSE,FALSE,7164432.11,6758601.24,9639525.45,29339.5559
30,6,C6H12O3-E2,"[  1.37466924   2.46819859 132.15948    964.474817   229.388118
   1.05677651]","[42 9.944343337790208 3.570695242900307 2.533632065612168 14
 1.98533884828714 3.6700185853840117]",[0.91686815 0.92527789 0.90985662 0.92586774 0.92287916],"[24775.515625   26522.74414062 24730.0625     26127.77929688
 27411.55078125]",[0.99272138 0.99668902 0.99649626 0.99457681 0.99540508],"[12116.47753906 10859.50585938 11093.6171875  10627.17871094
  9502.04492188]",0.92014991,25913.53047,0.99517771,10839.76484,0.006052443,1035.063566,0.001446995,840.1801568,0.884596835,0.115387754,25094.27,0.884580493,0.999993516,11327.8726,FALSE,FALSE,6687924.26,7782780.98,10472094.3,36422.1426
31,6,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[42 9.944343337790208 3.570695242900307 2.533632065612168 14
 1.98533884828714 3.6700185853840117]",[0.91147095 0.92297149 0.91962743 0.91295278 0.93092179],"[21142.0546875  22491.48046875 21388.56054688 22003.11328125
 25005.53125   ]",[0.99371719 0.99495608 0.99414945 0.99328196 0.99652916],"[10988.11132812 10819.75976562 10808.37792969 11195.07128906
  8346.66015625]",0.919588888,22406.14805,0.994526768,10431.59609,0.00706848,1382.745676,0.001143784,1051.874235,0.929895116,0.070087842,19607.442,0.929895222,0.999996637,12343.7674,FALSE,FALSE,6161042.77,7229018.58,9706465.09,31951.2094
32,6,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[42 9.944343337790208 3.570695242900307 2.533632065612168 14
 1.98533884828714 3.6700185853840117]",[0.91791344 0.92077035 0.91189611 0.91932833 0.92733753],"[19614.77148438 21422.63476562 20751.796875   22275.7265625
 24615.49023438]",[0.98986429 0.9925046  0.99190032 0.9891215  0.99268407],"[10467.609375    9432.09179688 10039.16308594  9673.48144531
  7176.01318359]",0.919449151,21736.08398,0.991214955,9357.671777,0.004967766,1682.214773,0.001449004,1145.53919,0.971108079,0.028468513,19918.8635,0.971108629,0.999916439,11493.947,FALSE,FALSE,5889597.24,7131436.59,9499730.83,31412.8105
33,6,C4H10N2,"[  1.41711743   2.63700108  86.13688    714.711034   184.545914
   0.96662699]","[42 9.944343337790208 3.570695242900307 2.533632065612168 14
 1.98533884828714 3.6700185853840117]",[0.96904594 0.96993536 0.97983527 0.96085334 0.96020913],"[26383.50390625 22542.25       25414.94335938 20708.6640625
 25205.24609375]",[0.9852621  0.99303836 0.99130791 0.98939228 0.99485332],[8747.71484375 7784.89453125 6963.05078125 8046.171875   9301.2578125 ],0.967975807,24050.92148,0.990770793,8168.617969,0.007164953,2101.463112,0.003296768,804.2207623,0.872137024,0.1278516,22889.6995,0.872127075,0.99999566,10010.5145,FALSE,FALSE,6307943.26,7280195.66,9816713.02,32900.214
34,6,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[42 9.944343337790208 3.570695242900307 2.533632065612168 14
 1.98533884828714 3.6700185853840117]",[0.87739348 0.87964851 0.88373643 0.87650383 0.89442897],"[21632.6171875  22424.54492188 21492.43554688 22735.25585938
 24912.5       ]",[0.9932915  0.99657589 0.99570835 0.99553788 0.99710435],"[10054.13671875 10427.14355469 10465.01855469 10591.12109375
  8809.20410156]",0.882342243,22639.4707,0.995643592,10069.3248,0.006540126,1228.940497,0.001307724,654.9830583,0.913720235,0.086271141,20788.8519,0.913720352,0.999998298,12286.0171,FALSE,FALSE,6358482.33,7374581.91,9931421.79,33074.869
35,7,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[70 9.38861927442754 3.509986259321403 2.4277921763532806 20
 1.9807907494281713 3.5010017760455936]",[0.93697071 0.94530892 0.93092966 0.93523842 0.94348669],"[18790.9609375  20178.11914062 19958.36132812 20968.18359375
 23564.24414062]",[0.99067187 0.992558   0.99296039 0.99061126 0.99410725],[9982.1640625  8929.59375    9374.43164062 9042.25195312 6398.95117188],0.938386881,20691.97383,0.992181754,8745.478516,0.005318857,1596.390462,0.001356582,1229.075803,0.995828656,0.003744495,19155.8019,0.995828678,0.999912091,10889.3903,FALSE,FALSE,7122849.01,6832519.86,9696722.89,30045.1922
36,7,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[70 9.38861927442754 3.509986259321403 2.4277921763532806 20
 1.9807907494281713 3.5010017760455936]",[0.93383086 0.94867784 0.93899566 0.92858261 0.94497699],"[20299.92578125 21318.28320312 20583.15820312 21002.10351562
 24137.41210938]",[0.99383485 0.99496484 0.9949221  0.99400491 0.99668378],"[10615.51757812 10507.79003906 10413.49121094 10614.16503906
  7544.32910156]",0.93901279,21468.17656,0.994882095,9939.058594,0.007274973,1379.31707,0.001011996,1199.719682,0.975801092,0.024181654,18858.7529,0.975801103,0.999996447,11710.5966,FALSE,FALSE,7355714.34,6926721.62,9884563.25,30569.3495
37,7,C4H6O2-N1,"[1.55722735e+00 1.26968514e+00 8.60904400e+01 9.79078611e+02
 1.60859221e+02 7.51024251e-01]","[70 9.38861927442754 3.509986259321403 2.4277921763532806 20
 1.9807907494281713 3.5010017760455936]",[0.95015103 0.95489442 0.94436252 0.95752192 0.95872098],"[17068.42773438 18416.171875   18267.22070312 18290.3359375
 19607.34960938]",[0.98758    0.98877895 0.98914003 0.98453486 0.98677713],[8338.99023438 6218.77832031 7326.45068359 6124.47851562 4219.47119141],0.953130174,18329.90117,0.987362194,6445.633789,0.00528023,804.5031544,0.001646297,1376.302369,0.985562117,0.001422471,17630.0146,0.985538061,0.997314315,7822.23924,FALSE,FALSE,6836530.07,5893575.32,8642645.27,25452.25384
38,7,C5H8O3-D2,"[   1.49938283    3.05229389  116.11672    1071.2011      204.390902
    1.56011254]","[70 9.38861927442754 3.509986259321403 2.4277921763532806 20
 1.9807907494281713 3.5010017760455936]",[0.95580399 0.96040285 0.95806116 0.96570575 0.96658939],"[23584.3984375  23541.20898438 23322.58984375 24949.31640625
 25593.63085938]",[0.9939965  0.9979431  0.99736625 0.99649101 0.99801058],"[12848.95898438 11642.47363281 12058.96679688 10761.65722656
  9705.13769531]",0.961312628,24198.22891,0.996761489,11403.43887,0.004216364,904.044892,0.001485966,1083.742907,0.992410919,0.007584834,21758.7249,0.99241092,0.999999125,13163.2835,FALSE,FALSE,8055845.11,7542085.95,10781460.5,34922.0084
39,7,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[70 9.38861927442754 3.509986259321403 2.4277921763532806 20
 1.9807907494281713 3.5010017760455936]",[0.90601027 0.91541952 0.91704404 0.90423888 0.92010474],"[20792.93554688 21228.6796875  20635.95507812 21497.33984375
 23976.40429688]",[0.99379951 0.99690956 0.99635255 0.99613011 0.99749762],"[ 9767.34179688  9981.35253906 10050.93164062  9786.2578125
  7935.81591797]",0.912563491,21626.26289,0.996137869,9504.339941,0.006282461,1214.331274,0.001261626,791.8609446,0.964166648,0.0358246,20013.3729,0.964166665,0.999998197,11619.3874,FALSE,FALSE,7557470.88,7063166.22,10102137.1,31632.7603
40,8,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[59 9.651735215134028 3.546776833090753 2.4590320989904586 20
 1.9982473335264557 3.5269594308072514]",[0.93037492 0.93784499 0.9257257  0.93116558 0.93952048],"[19142.59765625 20661.140625   20298.50585938 21583.70507812
 24031.77148438]",[0.99060905 0.9925971  0.99296606 0.99063289 0.99417371],"[10065.53222656  9014.00878906  9461.66894531  9120.32128906
  6457.76953125]",0.932926333,21143.54414,0.992195761,8823.860156,0.005082028,1642.326918,0.001387581,1238.62667,0.991447496,0.008121547,19509.716,0.991447543,0.999912373,11084.9611,FALSE,FALSE,6762232.5,6961472.09,9680665.88,30594.6771
41,8,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[59 9.651735215134028 3.546776833090753 2.4590320989904586 20
 1.9982473335264557 3.5269594308072514]",[0.92585415 0.94105208 0.93390602 0.92462707 0.94168723],"[20655.88867188 21766.625      20920.74804688 21434.35351562
 24544.62109375]",[0.99379408 0.9949941  0.99491149 0.99401253 0.99673164],"[10716.26171875 10602.24023438 10509.52734375 10692.67773438
  7599.68408203]",0.933425307,21864.44727,0.994888771,10024.07822,0.007230347,1394.923917,0.001036716,1214.393874,0.964536499,0.035446107,19206.225,0.964536516,0.999996463,11917.5135,FALSE,FALSE,7000784.23,7056854.52,9871973.5,31123.7385
42,8,C4H6O2-N1,"[1.55722735e+00 1.26968514e+00 8.60904400e+01 9.79078611e+02
 1.60859221e+02 7.51024251e-01]","[59 9.651735215134028 3.546776833090753 2.4590320989904586 20
 1.9982473335264557 3.5269594308072514]",[0.94415343 0.94737244 0.93866682 0.95360374 0.95492375],"[17380.82421875 18897.98828125 18622.02539062 18982.41015625
 20057.18945312]",[0.98753476 0.98879868 0.98915499 0.9846282  0.98686182],[8405.05175781 6287.63574219 7403.34472656 6197.08740234 4279.99951172],0.947744036,18788.0875,0.987395692,6514.623828,0.006021808,856.5542377,0.001614118,1379.089656,0.983469637,0.003363648,17978.2266,0.983445473,0.997317609,7958.05739,FALSE,FALSE,6488145.22,6008066.39,8617045.63,25936.28399
43,8,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[59 9.651735215134028 3.546776833090753 2.4590320989904586 20
 1.9982473335264557 3.5269594308072514]",[0.89644867 0.90464896 0.90772933 0.89659238 0.91343135],"[21147.3671875  21674.2109375  20993.42773438 22043.21875
 24416.05078125]",[0.99375725 0.99693406 0.99634475 0.99613887 0.99753654],"[ 9855.96484375 10070.25585938 10141.74023438  9859.29296875
  7984.38330078]",0.903770137,22054.85508,0.996142292,9582.327441,0.006556074,1238.582479,0.001288429,806.9733108,0.951206924,0.048784287,20368.8377,0.951206949,0.999998213,11835.8441,FALSE,FALSE,7201252.03,7195959.54,10091689.6,32204.6818
44,8,C5H8O3-D2,"[   1.49938283    3.05229389  116.11672    1071.2011      204.390902
    1.56011254]","[59 9.651735215134028 3.546776833090753 2.4590320989904586 20
 1.9982473335264557 3.5269594308072514]",[0.94761378 0.95344669 0.95103866 0.96130645 0.96233779],"[23950.1015625  24171.53125    23688.86328125 25572.98632812
 26302.07617188]",[0.99395084 0.99796033 0.99736929 0.99651474 0.99803668],"[12944.45214844 11733.62890625 12152.10253906 10848.50976562
  9762.50195312]",0.955148673,24737.11172,0.996766376,11488.23906,0.005764813,1018.419476,0.00150952,1096.258144,0.985600382,0.014395319,22123.2431,0.985600384,0.999999126,13414.3995,FALSE,FALSE,7701830.51,7681497.81,10778517.9,35537.6426
45,9,C6H12O3-E2,"[  1.37466924   2.46819859 132.15948    964.474817   229.388118
   1.05677651]","[45 9.949911997040292 3.50389070004195 2.5166719599131895 14
 1.9933799273515138 3.5102767767098793]",[0.92102295 0.92994338 0.91465527 0.92986214 0.92701954],"[24615.17773438 26352.46289062 24569.72265625 25991.0703125
 27216.05078125]",[0.99290693 0.99668628 0.99650478 0.9945299  0.99536347],"[11908.52148438 10656.38085938 10867.65429688 10413.97363281
  9218.25878906]",0.924500656,25748.89688,0.995198274,10612.95781,0.005894737,1024.817196,0.001388914,863.7153649,0.894912348,0.10507286,24967.0915,0.894902049,0.999994862,11158.7175,FALSE,FALSE,6827386.32,7747718.29,10493111.4,36125.809
46,9,C5H8O3-D2,"[   1.49938283    3.05229389  116.11672    1071.2011      204.390902
    1.56011254]","[45 9.949911997040292 3.50389070004195 2.5166719599131895 14
 1.9933799273515138 3.5102767767098793]",[0.93472707 0.94195539 0.93870091 0.95337367 0.95443302],"[24305.640625   24905.30273438 24022.7890625  25985.359375
 27059.3046875 ]",[0.99415511 0.99778855 0.99732238 0.99613744 0.99752647],"[13364.66796875 12572.03320312 12856.1953125  11699.72363281
 10598.37304688]",0.944638014,25255.6793,0.996585989,12218.19863,0.007911085,1125.242473,0.001340395,973.5791554,0.966753487,0.033242464,22473.6461,0.966753499,0.999999196,13779.5172,FALSE,FALSE,6929853.18,7846109.94,10632706.5,36253.1633
47,9,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[45 9.949911997040292 3.50389070004195 2.5166719599131895 14
 1.9933799273515138 3.5102767767098793]",[0.92077273 0.92485857 0.91548169 0.92243487 0.93049788],"[19510.75195312 21334.09375    20641.27929688 22149.47070312
 24513.06835938]",[0.99015558 0.99257034 0.99195731 0.98906171 0.99271315],"[10303.48144531  9287.00097656  9851.86230469  9528.3984375
  6977.84277344]",0.922809148,21629.73281,0.991291618,9189.717188,0.004925354,1681.563204,0.00143959,1157.191819,0.977243123,0.022343557,19872.0018,0.977243532,0.999917881,11331.0711,FALSE,FALSE,6044490.92,7108100.15,9538679.43,31203.0729
48,9,C8H8O-D3,"[   1.50173421    3.60712097  120.15092    1021.80242     187.198373
    1.6628592 ]","[45 9.949911997040292 3.50389070004195 2.5166719599131895 14
 1.9933799273515138 3.5102767767098793]",[0.94654924 0.95676804 0.95319694 0.9576205  0.96565974],"[24938.734375   26292.65429688 26305.3359375  26123.87304688
 30462.10351562]",[0.9946866  0.99818677 0.99792129 0.99660045 0.99802399],"[14575.54492188 14669.65136719 14560.05859375 14330.90527344
 13021.00097656]",0.955958891,26824.54023,0.997083819,14231.43223,0.006224019,1888.467136,0.001325296,615.3833845,0.944376783,0.055623017,23377.9509,0.944376511,0.999999906,16061.3017,FALSE,FALSE,6569072.5,10169527.7,12811049,39439.2526
49,9,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[45 9.949911997040292 3.50389070004195 2.5166719599131895 14
 1.9933799273515138 3.5102767767098793]",[0.91474581 0.92731529 0.92339766 0.91613913 0.93381554],"[21035.015625   22406.66992188 21271.91796875 21863.1953125
 24905.296875  ]",[0.99386698 0.99496412 0.99420398 0.99323612 0.99651021],"[10805.80273438 10661.95800781 10619.00585938 11055.42285156
  8157.68115234]",0.923082685,22296.41914,0.994556284,10259.97412,0.007084136,1389.015668,0.001124831,1062.148588,0.939140104,0.060843462,19567.7469,0.939140188,0.999996735,12187.9664,FALSE,FALSE,6295771.08,7207709.18,9739331.93,31755.7133
50,10,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[52 9.970040378915408 3.576703517895857 2.398820392079749 14
 1.9759647406289267 3.5150159317556797]",[0.9238072  0.9299984  0.91880673 0.92563808 0.93433392],"[19275.13085938 20879.35742188 20355.23046875 21822.58789062
 24145.40039062]",[0.99056643 0.99283868 0.99225688 0.98932707 0.99305141],"[10172.3203125   9137.87402344  9698.70996094  9372.02050781
  6924.40527344]",0.926516867,21295.54141,0.991608095,9061.066016,0.005306376,1645.534975,0.001435726,1123.333184,0.98434175,0.015226458,19709.6715,0.984342035,0.999909996,10923.9754,FALSE,FALSE,6262278.19,7016003.08,9534157.84,30633.6469
51,10,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[52 9.970040378915408 3.576703517895857 2.398820392079749 14
 1.9759647406289267 3.5150159317556797]",[0.91806644 0.9328559  0.9269349  0.91894662 0.93698829],"[20772.57617188 21960.265625   20933.47851562 21544.25
 24611.15039062]",[0.99408168 0.99507362 0.99439311 0.99335444 0.99661452],"[10658.16992188 10508.47949219 10458.70800781 10915.81152344
  8122.61376953]",0.926758432,21964.34414,0.994703472,10132.75654,0.007462378,1390.329017,0.001103806,1017.577553,0.949687819,0.050294909,19413.4919,0.94968789,0.9999964,11746.1425,FALSE,FALSE,6508258.27,7110871.08,9727938.08,31159.6344
52,10,C6H12O3-E2,"[  1.37466924   2.46819859 132.15948    964.474817   229.388118
   1.05677651]","[52 9.970040378915408 3.576703517895857 2.398820392079749 14
 1.9759647406289267 3.5150159317556797]",[0.92714953 0.93636882 0.92106915 0.93552434 0.93294221],"[24274.77539062 25914.12695312 24217.3203125  25841.69726562
 26745.35546875]",[0.99320966 0.99683702 0.99662173 0.99469453 0.99555981],"[11792.93554688 10532.19335938 10757.29492188 10280.1171875
  9200.24316406]",0.930610812,25398.65508,0.99538455,10512.55684,0.005757721,993.4039416,0.001332461,833.7682329,0.906647816,0.093337173,24567.0297,0.906639855,0.999995084,10760.4918,FALSE,FALSE,7038738.87,7625776.76,10456157.9,35327.5215
53,10,C5H8O3-D2,"[   1.49938283    3.05229389  116.11672    1071.2011      204.390902
    1.56011254]","[52 9.970040378915408 3.576703517895857 2.398820392079749 14
 1.9759647406289267 3.5150159317556797]",[0.93945396 0.94617921 0.94339991 0.95627242 0.95767802],"[23999.08007812 24384.67773438 23678.27148438 25732.03125
 26576.5625    ]",[0.99436295 0.99784374 0.99740249 0.99621058 0.99761581],"[13166.00195312 12367.72265625 12657.18945312 11495.33398438
 10563.52539062]",0.948596704,24874.12461,0.996687114,12049.95469,0.007180915,1101.782596,0.001291577,920.0378493,0.975458224,0.024537532,22188.2968,0.975458233,0.999999115,13258.8063,FALSE,FALSE,7130078.13,7719308.29,10586418.3,35447.1031
54,10,C8H8O-D3,"[   1.50173421    3.60712097  120.15092    1021.80242     187.198373
    1.6628592 ]","[52 9.970040378915408 3.576703517895857 2.398820392079749 14
 1.9759647406289267 3.5150159317556797]",[0.95080656 0.95990491 0.95663607 0.96006662 0.96801031],"[24574.82617188 25834.71484375 25901.96289062 25955.86914062
 30015.6328125 ]",[0.99487853 0.99822587 0.99797696 0.99666131 0.9980914 ],"[14345.1484375  14428.68359375 14338.67578125 14111.13964844
 13023.60253906]",0.959084892,26456.60117,0.997166812,14049.45,0.005582594,1852.181533,0.001274721,523.6555858,0.954749476,0.045250316,23042.3054,0.954749247,0.999999908,15443.336,FALSE,FALSE,6773346.96,9949729.65,12673392.7,38485.6414
55,11,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[65 9.460118430103938 3.539640019606128 2.3063554394047627 16
 1.9897542114687898 3.53548342197089]",[0.92791742 0.9362666  0.92172539 0.92741233 0.93665087],"[18381.24609375 19801.1640625  19503.3984375  20619.9296875
 23110.41601562]",[0.99105668 0.99325514 0.99292445 0.99027258 0.99418807],"[10056.453125    8991.37695312  9542.37792969  9214.48144531
  6767.36279297]",0.929994524,20283.23086,0.992339385,8914.410449,0.005709755,1585.207561,0.00145021,1131.758341,0.993263339,0.006305452,18869.0319,0.993263423,0.999906517,10702.0716,FALSE,FALSE,6715289.33,6777498.42,9477815.67,29571.1035
