Solvent_Index alias Run_Index NStage_T1 RR_T1 TopPres_T1 StoF_T1 NStage_T1 RR_T1 TopPres_T2 DIST_C4H8_T1 DIST_C4H6_T1 RebDuty_T1 DIST_C4H6_T2 DIST_SOL_T2 RebDuty_T2 hasIssue hasERROR CAPEX OPEX TAC TimeCost 
0 C4H5N-1 0 80 9.998732434023019 3.504680537389439 3.652381200471434 20 1.9423805500242708 3.500022515986848 0.996739057 0.00269209145 23253.1923 0.996739101 0.999922126 7271.17882 False False 8726995.24 6703164.19 10212418.2 23.271270275115967 
0 C4H5N-1 1 80 6.190442152551817 3.502719954961242 3.336863621180991 20 1.7788741122525453 3.5005475056832154 0.993626851 0.00564890528 17073.558 0.993626959 0.999891478 6996.99639 False False 7295081.63 5101890.12 8035350.44 21.45518684387207 
0 C4H5N-1 2 80 9.365452582419811 3.5067515647137952 3.459938204120299 19 1.8464596170764964 3.5006395394965617 0.996093012 0.00333144036 21823.9873 0.996093089 0.999916827 7096.46607 False False 8357876.67 6353093.39 9713919.32 21.430352449417114 
0 C4H5N-1 3 80 6.515701207479759 3.520540415000951 3.4504304931194563 20 1.830564004820233 3.5013593871761204 0.994863946 0.00441724934 17865.9914 0.994864033 0.999895838 7067.74084 False False 7477151.71 5286319.23 8292992.62 21.58969736099243 
0 C4H5N-1 4 80 9.98660671738582 3.504543548815319 3.459241792940163 20 1.837031099105769 3.5002121906799477 0.996087975 0.00335734729 22679.5207 0.996088027 0.999919827 7095.56869 False False 8583726.37 6581218.03 10032861.5 21.43544840812683 
0 C4H5N-1 5 80 8.376126320799134 3.5031048832385507 3.647924112452106 20 1.9577791117623313 3.5010648775555984 0.996635306 0.00273574772 20992.8255 0.996635357 0.999913794 7295.7887 False False 8221937.98 6105621.02 9411784.0 21.490272045135498 
0 C4H5N-1 6 80 7.754914040508873 3.5083161733457695 3.6439896396913807 20 1.929654917510187 3.5000893765029155 0.996475842 0.00286431989 20126.942 0.996475898 0.999909462 7247.91955 False False 8014688.48 5862044.19 9084869.07 21.567007541656494 
0 C4H5N-1 7 80 9.507574383790978 3.5042578430667297 3.450117150833605 17 1.8811936817769832 3.501460628306411 0.996064191 0.00336652632 21990.4913 0.9960643 0.999917498 7127.47982 False False 8335092.16 6413008.09 9764672.04 21.417253732681274 
0 C4H5N-1 8 80 7.699472419305033 3.5002150456773005 3.4410767474347868 20 1.828240453729235 3.50140714012364 0.995686278 0.00367212349 19458.0387 0.995686344 0.999906774 7087.05986 False False 7852242.19 5722580.06 8880082.89 21.52533745765686 
0 C4H5N-1 9 80 8.487198783555419 3.501032898614642 3.42000296746137 20 1.814595498743008 3.500176693779035 0.995838689 0.00355730093 20489.0386 0.995838749 0.999911694 7061.79477 False False 8087909.14 6000979.65 9253247.64 21.55286192893982 
0 C4H5N-1 10 80 9.162053343798473 3.5133377717231604 3.4169160238964986 20 1.8320024217178015 3.5010072076054293 0.995906614 0.00351247327 21425.4394 0.995906671 0.999914995 7071.31957 False False 8300750.24 6255651.0 9593505.55 21.59336495399475 
0 C4H5N-1 11 80 6.402764192831835 3.5348725230321345 3.459241792940163 20 1.8408484208313638 3.5004215258421914 0.994767781 0.00449992518 17749.5716 0.994767872 0.999894154 7065.05444 False False 7444822.54 5250677.45 8244350.81 21.509867429733276 
0 C4H5N-1 12 80 9.74433308362672 3.5040113565770374 3.4410767474347868 20 1.828240453729235 3.50140714012364 0.996021595 0.00341765729 22291.8742 0.996021648 0.999918521 7081.97734 False False 8497321.01 6480913.66 9897812.23 21.563281774520874 
0 C4H5N-1 13 80 7.708688670607598 3.502719954961242 3.415926505089114 20 1.8210512267421461 3.5005475056832154 0.995573736 0.0037867899 19401.4515 0.995573803 0.999906398 7068.69348 False False 7837730.75 5712892.16 8864559.72 21.53662347793579 
0 C4H5N-1 14 80 9.74433308362672 3.505898654203472 3.5422130125806546 20 1.8865501685476878 3.500041125428712 0.996397853 0.00303311717 22583.9123 0.996397902 0.999919679 7176.10436 False False 8569635.32 6543283.49 9989260.71 21.43106508255005 
0 C4H5N-1 15 80 6.274252663832196 3.5009548019471644 3.3497849027577833 20 1.7783955840281036 3.5015424337778787 0.993883087 0.00539797235 17224.6517 0.99388319 0.999892689 7001.58138 False False 7330570.76 5138173.79 8085904.81 21.52983021736145 
0 C4H5N-1 16 80 7.788650579252697 3.5011398933934386 3.4508373451367174 20 1.831647908180085 3.5002247913176534 0.995755998 0.00360567074 19610.2422 0.995756062 0.999907511 7091.17562 False False 7886153.54 5760635.91 8931774.99 21.63241195678711 
0 C4H5N-1 17 80 9.122354373778625 3.516501515009556 3.651285777440034 20 1.9431489627074612 3.501769906013364 0.996714724 0.00268308536 22048.7131 0.996714771 0.999917537 7258.40013 False False 8451585.83 6376759.65 9775267.43 21.394585371017456 
0 C4H5N-1 18 80 5.996915947441757 3.5167469172157206 3.4034812885005774 20 1.8126200590695019 3.5000640950038635 0.993746492 0.0055019368 17009.0485 0.993746602 0.999889588 7039.42623 False False 7276397.8 5068517.55 7994464.82 21.49118685722351 
0 C4H5N-1 19 80 6.259800555043547 3.5040139506895795 3.421090947738256 20 1.8293027361070497 3.5004969976931632 0.994357843 0.00491313101 17410.6963 0.994357939 0.999893451 7081.31405 False False 7381019.13 5180495.06 8148512.12 21.59290337562561 
0 C4H5N-1 20 80 6.259800555043547 3.5002595002128336 3.3613553838878962 20 1.8179269324934808 3.502217868824326 0.993944502 0.0053343965 17236.7942 0.993944603 0.999892736 7061.01587 False False 7345531.83 5152868.11 8106615.2 21.504193782806396 
