Solvent_Index alias Run_Index NStage_T1 RR_T1 TopPres_T1 StoF_T1 NStage_T1 RR_T1 TopPres_T2 DIST_C4H8_T1 DIST_C4H6_T1 RebDuty_T1 DIST_C4H6_T2 DIST_SOL_T2 RebDuty_T2 hasIssue hasERROR CAPEX OPEX TAC TimeCost 
0 C4H7NO-E2 0 80 9.994471297978157 3.5002134897980546 2.8414570142894626 19 1.0348027508085205 3.5000390809862094 0.990606715 0.00937573146 21051.377 0.990606722 0.999996911 11034.6288 False False 7916842.92 7035117.06 10218596.8 23.37143325805664 
0 C4H7NO-E2 1 80 9.999162912088861 3.5051187910196044 3.124942442094681 20 1.1717079861719322 3.500297365591531 0.993348287 0.00663376007 21994.3811 0.993348291 0.999997127 11689.2404 False False 8169298.45 7292151.73 10577147.6 21.586843967437744 
0 C4H7NO-E2 2 80 9.988408101548641 3.501911560739941 3.103819675717401 20 1.1602886780644783 3.5003261548422415 0.993178916 0.00680318944 21903.8997 0.993178919 0.999997117 11646.3755 False False 8150530.02 7269290.11 10546738.9 21.48284649848938 
0 C4H7NO-E2 3 80 9.985040536378992 3.5022172215048637 2.944909865210116 20 1.0918608767167752 3.5000183462614785 0.991736885 0.00824540671 21375.4035 0.99173689 0.999996993 11295.6149 False False 8030660.74 7129133.02 10358380.6 21.61862874031067 
0 C4H7NO-E2 4 80 9.999957403814994 3.501815984936163 2.919529838462015 20 1.08992762608486 3.5000874734753946 0.991480692 0.00850164223 21312.6997 0.991480697 0.999996975 11252.0982 False False 8018704.5 7116333.46 10340773.2 21.56932806968689 
0 C4H7NO-E2 5 80 9.9998717380723 3.505541439297466 2.915823027797883 20 1.080216497298927 3.500402959248289 0.991434552 0.00854774306 21303.6958 0.991434557 0.999996964 11228.0315 False False 8012488.77 7109088.65 10331029.0 21.576777696609497 
0 C4H7NO-E2 6 80 9.988912093986476 3.503089198005258 3.1102648580718717 20 1.1701930905588709 3.500455596900408 0.993235165 0.00674691854 21927.6025 0.993235169 0.99999712 11668.6306 False False 8156946.73 7277953.63 10557982.7 21.468794107437134 
0 C4H7NO-E2 7 80 9.988912093986476 3.500432110141348 3.1178649081611103 20 1.1701930905588709 3.5003726234215864 0.993300396 0.00668170942 21951.1527 0.9933004 0.99999713 11683.3225 False False 8162905.61 7283600.17 10566025.4 21.60081195831299 
0 C4H7NO-E2 8 80 9.999522800949098 3.5019912844291596 3.103819675717401 20 1.161986079095388 3.5000011829992244 0.993177339 0.00680477044 21919.4361 0.993177343 0.999997118 11648.1908 False False 8154309.2 7274057.17 10553025.6 21.540424823760986 
0 C4H7NO-E2 9 80 9.999468794358123 3.506828533757117 3.0257831002144178 20 1.1348074630820382 3.5015617067886637 0.992533038 0.00744910688 21665.2894 0.992533043 0.99999705 11482.2709 False False 8095867.01 7208186.98 10463654.9 21.497091054916382 
0 C4H7NO-E2 10 80 9.988417810625707 3.5011739682851384 2.914739954284248 20 1.080497669635475 3.500286037197362 0.991448376 0.00853396617 21280.8157 0.991448381 0.999996971 11231.762 False False 8010143.98 7104868.8 10325866.3 21.596124410629272 
0 C4H7NO-E2 11 80 9.998086462955694 3.502045720971482 2.8450810041840873 20 1.0622416513805815 3.5001383963835617 0.99064703 0.00933539256 21069.5227 0.990647035 0.999996911 11088.8035 False False 7963835.26 7052206.16 10254582.2 21.514152765274048 
0 C4H7NO-E2 12 80 9.988417810625707 3.5020657106402964 2.9319428040979565 20 1.08992762608486 3.500246314124069 0.991605949 0.00837636218 21337.0519 0.991605953 0.999996983 11272.6114 False False 8022997.26 7120646.6 10346812.6 21.52893090248108 
0 C4H7NO-E2 13 80 9.998171535546236 3.5020401991434493 2.874890033752544 20 1.0728853954015756 3.500274319160437 0.990992845 0.00898954105 21164.6925 0.99099285 0.999996937 11154.8082 False False 7985364.95 7077476.45 10288509.9 21.600865364074707 
0 C4H7NO-E2 14 80 9.987352579309794 3.50017558358409 2.9538437315941057 20 1.097006969509036 3.501020675401419 0.991830939 0.00815136694 21405.41 0.991830944 0.999997005 11321.6834 False False 8039294.82 7138860.95 10371580.4 21.515548706054688 
0 C4H7NO-E2 15 80 9.998358993495277 3.501167023195338 2.935020267351514 20 1.1085279815090507 3.5006986734765007 0.991651305 0.00833101691 21361.0025 0.99165131 0.999996988 11304.8047 False False 8033112.6 7134573.82 10364807.3 21.53055739402771 
0 C4H7NO-E2 16 80 9.999988337342883 3.5053538317645123 3.093722760560996 20 1.1547757511236518 3.500029394799887 0.993091684 0.00689039776 21888.7308 0.993091688 0.999997104 11618.5273 False False 8144684.87 7263680.79 10538779.2 21.681386709213257 
0 C4H7NO-E2 17 80 9.999470305175407 3.5003622026698618 3.084454699296101 20 1.1502486593675405 3.5000146451179157 0.993023893 0.00695825863 21853.0138 0.993023897 0.999997107 11603.8771 False False 8139448.95 7255974.05 10528967.0 21.516348123550415 
0 C4H7NO-E2 18 80 9.996551868015104 3.5012723032849844 2.8575075077708543 20 1.0591253466102983 3.5001141093739196 0.99080037 0.00918204484 21107.8272 0.990800375 0.999996923 11105.3661 False False 7970937.56 7059064.86 10264296.8 21.508734464645386 
0 C4H7NO-E2 19 80 9.980029184985343 3.502381114151608 2.9095753804630102 20 1.0760008400820518 3.500435789551818 0.991374571 0.00860776 21252.442 0.991374575 0.999996964 11216.394 False False 8002599.09 7096109.63 10314073.2 21.64967370033264 
