MAE_train,MSE_train,RMSE_train,R2_train,MAE_test,MSE_test,RMSE_test,R2_test
0.011986128,0.00028009646,0.016736083,0.98566979380164,0.016317584,0.0005597504,0.023659045,0.974333399627164
0.010578196,0.00023508257,0.015332403,0.9879727836783082,0.013894626,0.00041775015,0.020438937,0.9808446297868031
0.011891149,0.00028101547,0.016763516,0.9856227759864231,0.015297999,0.00048703598,0.022068892,0.9776676215536735
0.012485865,0.00031532202,0.01775731,0.9838675951621845,0.015490737,0.00049475144,0.022243008,0.9773138413893498
0.010919547,0.0002846878,0.016872693,0.9854348953581584,0.014400366,0.000436099,0.020882985,0.9800032679322793
