hyper,ave_epoch,epoch,ave_indicator,indicator,ave_score,socre
"(2, 12, 'tanh')",3651.0,"[2472, 7658, 1426, 2254, 4445]",0.9998938893956997,"[0.9999086618966283, 0.9999483656711275, 0.9998522495198127, 0.999921968782628, 0.9998382011083016]",36.491577,"[33.9375, 25.285173, 44.943836, 32.411037, 45.880337]"
"(2, 13, 'elu')",5414.2,"[10000, 1260, 6285, 3431, 6095]",0.9998703513335311,"[0.9999359524080953, 0.9996576690787243, 0.999928127233048, 0.9998881095991631, 0.999941898348625]",38.235146,"[28.418768, 65.10581, 31.346413, 38.811035, 27.49369]"
"(2, 13, 'sigmoid')",5657.2,"[3001, 10000, 1412, 10000, 3873]",0.9997781072845345,"[0.9997869837785414, 0.9998559981698312, 0.9996374667070308, 0.9998567475663583, 0.9997533402009108]",53.003563,"[51.827488, 42.226074, 70.40113, 43.914684, 56.648445]"
"(2, 13, 'softplus')",5332.0,"[2804, 7829, 648, 5379, 10000]",0.9997120351292583,"[0.9997498834728193, 0.9999456983308096, 0.9990202789957725, 0.9998948347522324, 0.9999494800946573]",52.217293,"[56.15973, 25.930046, 115.73292, 37.626595, 25.637169]"
"(2, 13, 'tanh')",2679.8,"[325, 170, 8459, 3172, 1273]",0.999561259005071,"[0.9994901351811504, 0.9987986042426331, 0.9999625967128287, 0.9998714008479436, 0.9996835580407993]",66.1067,"[80.18282, 121.96626, 22.613123, 41.608097, 64.16318]"
"(2, 14, 'elu')",3316.8,"[2698, 336, 4453, 2756, 6341]",0.9997486889872267,"[0.9998823956380571, 0.9991016380673224, 0.9999067944239011, 0.9999124287663821, 0.9999401880404708]",48.380974,"[38.509293, 105.4684, 35.696583, 34.335194, 27.895416]"
"(2, 14, 'sigmoid')",3931.8,"[29, 10000, 2476, 5685, 1469]",0.9628754325560299,"[0.8153937530167964, 0.9999286053464863, 0.9997798606422803, 0.9997788610721962, 0.9994960827023907]",349.17023,"[1525.7277, 29.73237, 54.85984, 54.562134, 80.96894]"
"(2, 14, 'softplus')",4573.6,"[6469, 6659, 2856, 4525, 2359]",0.9998250934879265,"[0.9998663699332478, 0.999866848355467, 0.999734848352473, 0.9998618257041609, 0.999795575094283]",47.31231,"[41.049316, 40.604103, 60.20781, 43.1293, 51.57102]"
"(2, 14, 'tanh')",2332.8,"[136, 157, 6576, 3699, 1096]",0.9992900589730638,"[0.998516436729527, 0.9982967066485816, 0.9999578606934363, 0.9999295004447518, 0.9997497903490229]",78.7728,"[136.77504, 145.225, 24.002108, 30.80718, 57.054623]"
"(2, 15, 'elu')",3363.6,"[2518, 3453, 2365, 5531, 2951]",0.9999123265432793,"[0.9999123370837774, 0.9999220331729036, 0.9998829146502168, 0.9999316661972933, 0.999912681612205]",33.672493,"[33.24771, 31.070742, 40.00893, 30.33029, 33.704792]"
"(2, 15, 'sigmoid')",6012.4,"[3947, 3720, 10000, 7527, 4868]",0.9998782328416154,"[0.9998502361005734, 0.9998584410908016, 0.9998939973230594, 0.9998978774566132, 0.9998906122370286]",39.638847,"[43.456764, 41.866367, 38.068356, 37.07828, 37.724472]"
"(2, 15, 'softplus')",3601.0,"[2625, 1337, 6458, 4814, 2771]",0.9997934749878821,"[0.9998580832046591, 0.9996365857148116, 0.9999354004890952, 0.9998005871508195, 0.9997367183800248]",49.88807,"[42.302956, 67.08071, 29.718048, 51.812595, 58.52603]"
"(2, 15, 'tanh')",2846.2,"[3738, 1839, 123, 2373, 6158]",0.9996909834772587,"[0.9999534229676825, 0.9999042382370598, 0.9986965765923368, 0.9999304207211291, 0.9999702588680851]",48.487038,"[24.234816, 34.434418, 133.4899, 30.605448, 19.670597]"
"(2, 16, 'elu')",3093.8,"[2084, 1894, 3052, 2672, 5767]",0.9998726158392526,"[0.9998485045948801, 0.9997897755005696, 0.9998892852788516, 0.9998971566700987, 0.9999383571518634]",39.83206,"[43.707256, 51.01975, 38.905262, 37.2089, 28.319147]"
"(2, 16, 'sigmoid')",4180.2,"[8046, 3666, 3244, 2182, 3763]",0.9998376658539172,"[0.9998768392242774, 0.9998029268587513, 0.9998903555591775, 0.9997926637078218, 0.9998255439195585]",45.599285,"[39.408512, 49.398117, 38.71676, 52.831924, 47.64111]"
"(2, 16, 'softplus')",5506.6,"[6870, 1884, 6946, 1833, 10000]",0.9998356906269207,"[0.9999087329446416, 0.9996596615564179, 0.9999477383597954, 0.9997153672251683, 0.9999469530485806]",42.74846,"[33.924294, 64.91606, 26.729893, 61.90151, 26.270542]"
"(2, 16, 'tanh')",3717.8,"[6131, 118, 1169, 5555, 5616]",0.9995811566976714,"[0.999964098334334, 0.998243242560585, 0.9998611775047463, 0.9999183310602728, 0.9999189340284195]",55.5924,"[21.277035, 147.4866, 43.56479, 33.157917, 32.47567]"
