Index,NStage_T1,RR_T1,TopPres_T1,StoF_T1,DIST_C4H8_T1,RebDuty_T1,hasERROR_T1
1067,50,3,4,4,0.986611315,23366.0111,FALSE
1068,50,3,4,5,0.993665674,30452.6807,FALSE
1069,50,3,4,6,0.996318657,37660.7031,FALSE
1070,50,3,4,7,0.9975531,44898.8482,FALSE
1071,50,3,4,8,0.998231058,52133.4396,FALSE
1072,50,3,4.5,1,0.783452577,7590.68144,FALSE
1073,50,3,4.5,2,0.897759381,11195.9898,FALSE
1074,50,3,4.5,3,0.963677946,17895.0881,FALSE
1075,50,3,4.5,4,0.986453358,24882.2054,FALSE
1076,50,3,4.5,5,0.993339098,32236.3105,FALSE
1077,50,3,4.5,6,0.996025547,39667.7289,FALSE
1078,50,3,4.5,7,0.997311896,47110.561,FALSE
1079,50,3,4.5,8,0.99802265,54548.2731,FALSE
1080,50,3,5,1,0.782513245,7756.18983,FALSE
1081,50,3,5,2,0.898772967,11703.4496,FALSE
1082,50,3,5,3,0.963982582,18913.3098,FALSE
1083,50,3,5,4,0.985996468,26261.6953,FALSE
1084,50,3,5,5,0.992909071,33846.785,FALSE
1085,50,3,5,6,0.995662263,41479.1899,FALSE
1086,50,3,5,7,0.997013367,49112.9726,FALSE
1087,50,3,5,8,0.997769566,56735.6788,FALSE
1088,50,3,5.5,1,0.78136669,7916.68452,FALSE
1089,50,3,5.5,2,0.899233389,12252.4639,FALSE
1090,50,3,5.5,3,0.963739642,19901.3592,FALSE
1091,50,3,5.5,4,0.985378094,27524.7909,FALSE
1092,50,3,5.5,5,0.99237437,35314.5655,FALSE
1093,50,3,5.5,6,0.995238785,43132.6263,FALSE
1094,50,3,5.5,7,0.996664698,50943.8012,FALSE
1095,50,3,5.5,8,0.997476691,58741.8143,FALSE
1096,50,3,6,1,0.78009766,8073.25282,FALSE
1097,50,3,6,2,0.899172138,12947.4587,FALSE
1098,50,3,6,3,0.963101539,20826.9719,FALSE
1099,50,3,6,4,0.984598822,28688.9049,FALSE
1100,50,3,6,5,0.991748661,36665.8651,FALSE
1101,50,3,6,6,0.994751005,44655.4626,FALSE
1102,50,3,6,7,0.996267215,52633.5148,FALSE
1103,50,3,6,8,0.997137416,60597.3745,FALSE
1104,50,4,3.5,1,0.815543943,8641.86851,FALSE
1105,50,4,3.5,2,0.925697789,11637.7615,FALSE
1106,50,4,3.5,3,0.975281247,16020.9828,FALSE
1107,50,4,3.5,4,0.990217703,23114.9174,FALSE
1108,50,4,3.5,5,0.995037886,29845.0293,FALSE
1109,50,4,3.5,6,0.997004737,36795.6695,FALSE
1110,50,4,3.5,7,0.997976088,43802.9748,FALSE
1111,50,4,3.5,8,0.998520054,50819.044,FALSE
1112,50,4,4,1,0.81372767,8801.76946,FALSE
1113,50,4,4,2,0.9253354,12116.2374,FALSE
1114,50,4,4,3,0.974749467,17165.2992,FALSE
1115,50,4,4,4,0.989715004,24746.5819,FALSE
1116,50,4,4,5,0.99464487,31819.2885,FALSE
1117,50,4,4,6,0.996710102,39025.4868,FALSE
1118,50,4,4,7,0.997735786,46260.5698,FALSE
1119,50,4,4,8,0.998325632,53498.6936,FALSE
1120,50,4,4.5,1,0.811757266,8954.30616,FALSE
1121,50,4,4.5,2,0.924447864,12591.9856,FALSE
1122,50,4,4.5,3,0.973842595,19277.5562,FALSE
1123,50,4,4.5,4,0.989046743,26239.5499,FALSE
1124,50,4,4.5,5,0.994165835,33581.0089,FALSE
1125,50,4,4.5,6,0.996346727,41009.9965,FALSE
1126,50,4,4.5,7,0.99745546,48454.6313,FALSE
1127,50,4,4.5,8,0.998090713,55890.3956,FALSE
1128,50,4,5,1,0.809599802,9101.97184,FALSE
1129,50,4,5,2,0.923195204,13081.7959,FALSE
1130,50,4,5,3,0.972764527,20271.6184,FALSE
1131,50,4,5,4,0.988231924,27595.1616,FALSE
1132,50,4,5,5,0.993599529,35174.4088,FALSE
1133,50,4,5,6,0.995927882,42805.2773,FALSE
1134,50,4,5,7,0.997125819,50437.5773,FALSE
1135,50,4,5,8,0.997817568,58060.5159,FALSE
1136,50,4,5.5,1,0.807369361,9245.32072,FALSE
1137,50,4,5.5,2,0.921648197,13616.0157,FALSE
1138,50,4,5.5,3,0.971469894,21236.0598,FALSE
1139,50,4,5.5,4,0.987328081,28837.8296,FALSE
1140,50,4,5.5,5,0.992967583,36623.9767,FALSE
1141,50,4,5.5,6,0.995458014,44440.1852,FALSE
1142,50,4,5.5,7,0.996748039,52250.9559,FALSE
1143,50,4,5.5,8,0.997505811,60048.7364,FALSE
1144,50,4,6,1,0.80504082,9385.61362,FALSE
1145,50,4,6,2,0.91978331,14323.8659,FALSE
1146,50,4,6,3,0.969988894,22143.1159,FALSE
1147,50,4,6,4,0.986325492,29985.2004,FALSE
1148,50,4,6,5,0.99225486,37957.9501,FALSE
1149,50,4,6,6,0.994913903,45946.2618,FALSE
1150,50,4,6,7,0.996322192,53924.3203,FALSE
1151,50,4,6,8,0.997146031,61887.4617,FALSE
1152,50,5,3.5,1,0.838140919,10040.3526,FALSE
1153,50,5,3.5,2,0.943612138,13052.1815,FALSE
1154,50,5,3.5,3,0.981054612,17422.578,FALSE
1155,50,5,3.5,4,0.991833886,24513.8376,FALSE
1156,50,5,3.5,5,0.995617991,31232.8033,FALSE
1157,50,5,3.5,6,0.997258061,38180.5007,FALSE
1158,50,5,3.5,7,0.998102785,45186.7205,FALSE
1159,50,5,3.5,8,0.998588704,52203.1743,FALSE
1160,50,5,4,1,0.835340361,10179.5054,FALSE
1161,50,5,4,2,0.941577281,13508.3469,FALSE
1162,50,5,4,3,0.979772617,18555.9182,FALSE
1163,50,5,4,4,0.991092851,26117.9827,FALSE
1164,50,5,4,5,0.995127467,33184.519,FALSE
1165,50,5,4,6,0.996909732,40388.2737,FALSE
1166,50,5,4,7,0.997832976,47625.0807,FALSE
1167,50,5,4,8,0.998374316,54858.3555,FALSE
1168,50,5,4.5,1,0.832414329,10313.0819,FALSE
1169,50,5,4.5,2,0.939319061,13966.1484,FALSE
1170,50,5,4.5,3,0.978288402,20620.4945,FALSE
1171,50,5,4.5,4,0.990242076,27588.7148,FALSE
1172,50,5,4.5,5,0.994560577,34925.1376,FALSE
1173,50,5,4.5,6,0.996499968,42351.0158,FALSE
1174,50,5,4.5,7,0.997519684,49795.9504,FALSE
1175,50,5,4.5,8,0.998119434,57233.1235,FALSE
1176,50,5,5,1,0.829388985,10442.4293,FALSE
1177,50,5,5,2,0.936876871,14436.933,FALSE
1178,50,5,5,3,0.976767693,21613.0011,FALSE
1179,50,5,5,4,0.989286493,28924.7137,FALSE
1180,50,5,5,5,0.993923935,36498.6228,FALSE
1181,50,5,5,6,0.996043633,44130.1629,FALSE
1182,50,5,5,7,0.997163676,51762.2801,FALSE
1183,50,5,5,8,0.997825484,59384.4103,FALSE
1184,50,5,5.5,1,0.826326764,10568.6409,FALSE
1185,50,5,5.5,2,0.934298453,14955.1322,FALSE
1186,50,5,5.5,3,0.975098458,22558.6771,FALSE
1187,50,5,5.5,4,0.988257493,30148.052,FALSE
1188,50,5,5.5,5,0.993236349,37932.2132,FALSE
1189,50,5,5.5,6,0.995533968,45747.4093,FALSE
1190,50,5,5.5,7,0.996763852,53557.9285,FALSE
1191,50,5,5.5,8,0.997496343,61355.8175,FALSE
1192,50,5,6,1,0.823201528,10692.6043,FALSE
1193,50,5,6,2,0.931538989,15663.5561,FALSE
1194,50,5,6,3,0.973340379,23444.408,FALSE
1195,50,5,6,4,0.987140832,31280.9292,FALSE
1196,50,5,6,5,0.992468264,39249.1531,FALSE
1197,50,5,6,6,0.994958721,47236.4982,FALSE
1198,50,5,6,7,0.996314193,55214.5273,FALSE
1199,50,5,6,8,0.997120198,63177.937,FALSE
1200,50,6,3.5,1,0.853410593,11434.3316,FALSE
1201,50,6,3.5,2,0.952319008,14452.2278,FALSE
1202,50,6,3.5,3,0.983437969,18816.2173,FALSE
1203,50,6,3.5,4,0.99252845,25892.1646,FALSE
1204,50,6,3.5,5,0.995875647,32617.1423,FALSE
1205,50,6,3.5,6,0.997373537,39564.0138,FALSE
1206,50,6,3.5,7,0.998159549,46570.7323,FALSE
1207,50,6,3.5,8,0.998619814,53583.5275,FALSE
1208,50,6,4,1,0.849982174,11552.883,FALSE
1209,50,6,4,2,0.949634603,14886.2915,FALSE
1210,50,6,4,3,0.981903343,19918.0684,FALSE
1211,50,6,4,4,0.991681666,27494.522,FALSE
1212,50,6,4,5,0.995327586,34549.6761,FALSE
1213,50,6,4,6,0.996988526,41750.4005,FALSE
1214,50,6,4,7,0.997867621,48985.7344,FALSE
1215,50,6,4,8,0.998383814,56222.0041,FALSE
1216,50,6,4.5,1,0.846457407,11667.3211,FALSE
1217,50,6,4.5,2,0.946821276,15323.7488,FALSE
1218,50,6,4.5,3,0.980232265,21971.4201,FALSE
1219,50,6,4.5,4,0.990742116,28939.6694,FALSE
1220,50,6,4.5,5,0.994717907,36268.0252,FALSE
1221,50,6,4.5,6,0.996545257,43695.7723,FALSE
1222,50,6,4.5,7,0.997534587,51139.7062,FALSE
1223,50,6,4.5,8,0.998113469,58575.336,FALSE
1224,50,6,5,1,0.842873968,11778.6073,FALSE
1225,50,6,5,2,0.943910786,15776.467,FALSE
1226,50,6,5,3,0.978536101,22943.2487,FALSE
1227,50,6,5,4,0.989722403,30248.0273,FALSE
1228,50,6,5,5,0.994032268,37823.8091,FALSE
1229,50,6,5,6,0.996058063,45454.6373,FALSE
1230,50,6,5,7,0.997153368,53086.3418,FALSE
1231,50,6,5,8,0.997806799,60708.6503,FALSE
1232,50,6,5.5,1,0.839271729,11887.7374,FALSE
1233,50,6,5.5,2,0.940907798,16279.2462,FALSE
1234,50,6,5.5,3,0.976723427,23873.1306,FALSE
1235,50,6,5.5,4,0.988605055,31459.3374,FALSE
1236,50,6,5.5,5,0.993295553,39239.2618,FALSE
1237,50,6,5.5,6,0.995515288,47054.3665,FALSE
1238,50,6,5.5,7,0.996727303,54864.6511,FALSE
1239,50,6,5.5,8,0.997459062,62662.5995,FALSE
1240,50,6,6,1,0.835645212,11995.4273,FALSE
1241,50,6,6,2,0.937761167,16984.0899,FALSE
1242,50,6,6,3,0.974809017,24739.297,FALSE
1243,50,6,6,4,0.987413638,32571.2938,FALSE
1244,50,6,6,5,0.992480775,40538.8815,FALSE
1245,50,6,6,6,0.994916147,48526.8515,FALSE
1246,50,6,6,7,0.996252771,56504.6536,FALSE
1247,50,6,6,8,0.997063426,64468.1436,FALSE
1248,50,7,3.5,1,0.863106668,12825.2232,FALSE
1249,50,7,3.5,2,0.956271069,15841.9496,FALSE
1250,50,7,3.5,3,0.984336688,20201.457,FALSE
1251,50,7,3.5,4,0.99275406,27271.494,FALSE
1252,50,7,3.5,5,0.995944207,34001.61,FALSE
1253,50,7,3.5,6,0.99739854,40950.8273,FALSE
1254,50,7,3.5,7,0.998165972,47952.2928,FALSE
1255,50,7,3.5,8,0.998620585,54964.3985,FALSE
1256,50,7,4,1,0.859345985,12923.2621,FALSE
1257,50,7,4,2,0.953356751,16256.7509,FALSE
1258,50,7,4,3,0.982692629,21280.3214,FALSE
1259,50,7,4,4,0.991845086,28857.8903,FALSE
1260,50,7,4,5,0.995357111,35908.6057,FALSE
1261,50,7,4,6,0.996984159,43111.7293,FALSE
1262,50,7,4,7,0.997853694,50346.6975,FALSE
1263,50,7,4,8,0.998370664,57583.2613,FALSE
1264,50,7,4.5,1,0.855501945,13018.5353,FALSE
1265,50,7,4.5,2,0.950356632,16673.0314,FALSE
1266,50,7,4.5,3,0.980931771,23316.9089,FALSE
1267,50,7,4.5,4,0.990846095,30279.8835,FALSE
1268,50,7,4.5,5,0.994706036,37612.3332,FALSE
1269,50,7,4.5,6,0.996514871,45039.6885,FALSE
1270,50,7,4.5,7,0.997498664,52481.0193,FALSE
1271,50,7,4.5,8,0.998083026,59918.4599,FALSE
1272,50,7,5,1,0.8516073,13111.735,FALSE
1273,50,7,5,2,0.94726567,17108.4055,FALSE
1274,50,7,5,3,0.979144964,24271.1721,FALSE
1275,50,7,5,4,0.989761108,31574.8946,FALSE
1276,50,7,5,5,0.993987599,39149.6381,FALSE
1277,50,7,5,6,0.99599812,46778.6478,FALSE
1278,50,7,5,7,0.99709804,54410.1147,FALSE
1279,50,7,5,8,0.997759268,62031.9962,FALSE
1280,50,7,5.5,1,0.84769758,13203.842,FALSE
1281,50,7,5.5,2,0.94409011,17594.6237,FALSE
1282,50,7,5.5,3,0.977247845,25179.9902,FALSE
1283,50,7,5.5,4,0.988595692,32765.1556,FALSE
1284,50,7,5.5,5,0.99320398,40545.9047,FALSE
1285,50,7,5.5,6,0.995425096,48360.9422,FALSE
1286,50,7,5.5,7,0.996648608,56170.7185,FALSE
1287,50,7,5.5,8,0.997393649,63969.2922,FALSE
1288,50,7,6,1,0.843777238,13295.2581,FALSE
1289,50,7,6,2,0.94077904,18288.5591,FALSE
1290,50,7,6,3,0.975256701,26027.7588,FALSE
1291,50,7,6,4,0.987351775,33860.5229,FALSE
1292,50,7,6,5,0.992346474,41828.8352,FALSE
1293,50,7,6,6,0.994792594,49816.8943,FALSE
1294,50,7,6,7,0.996151411,57794.5932,FALSE
1295,50,7,6,8,0.996979859,65758.138,FALSE
1296,50,8,3.5,1,0.868979544,14214.1,FALSE
1297,50,8,3.5,2,0.957796913,17226.8266,FALSE
1298,50,8,3.5,3,0.984460074,21581.3525,FALSE
1299,50,8,3.5,4,0.992707535,28657.1184,FALSE
1300,50,8,3.5,5,0.99589443,35389.0338,FALSE
1301,50,8,3.5,6,0.997360172,42332.7196,FALSE
1302,50,8,3.5,7,0.99813571,49336.0208,FALSE
1303,50,8,3.5,8,0.998595748,56352.521,FALSE
1304,50,8,4,1,0.865076816,14291.6027,FALSE
1305,50,8,4,2,0.954806113,17621.9321,FALSE
1306,50,8,4,3,0.982753751,22641.4573,FALSE
1307,50,8,4,4,0.99174321,30207.4445,FALSE
1308,50,8,4,5,0.995270646,37274.5481,FALSE
1309,50,8,4,6,0.996915659,44473.6859,FALSE
1310,50,8,4,7,0.997804942,51705.7654,FALSE
1311,50,8,4,8,0.998333495,58943.9202,FALSE
1312,50,8,4.5,1,0.861083118,14367.7553,FALSE
1313,50,8,4.5,2,0.951727626,18018.952,FALSE
1314,50,8,4.5,3,0.980930215,24659.3302,FALSE
1315,50,8,4.5,4,0.990694204,31622.6463,FALSE
1316,50,8,4.5,5,0.994575889,38952.9069,FALSE
1317,50,8,4.5,6,0.996422902,46384.6425,FALSE
1318,50,8,4.5,7,0.997429654,53823.9224,FALSE
1319,50,8,4.5,8,0.998028857,61259.6646,FALSE
1320,50,8,5,1,0.857036947,14442.9228,FALSE
1321,50,8,5,2,0.948559921,18436.4297,FALSE
1322,50,8,5,3,0.979082578,25596.2325,FALSE
1323,50,8,5,4,0.989562996,32896.6951,FALSE
1324,50,8,5,5,0.993825276,40472.2826,FALSE
1325,50,8,5,6,0.99588004,48101.9669,FALSE
1326,50,8,5,7,0.997005047,55734.303,FALSE
1327,50,8,5,8,0.997689049,63356.019,FALSE
1328,50,8,5.5,1,0.852970938,14517.0814,FALSE
1329,50,8,5.5,2,0.945308566,18905.5545,FALSE
1330,50,8,5.5,3,0.977124851,26486.3103,FALSE
1331,50,8,5.5,4,0.988336602,34072.1418,FALSE
1332,50,8,5.5,5,0.993002984,41852.8325,FALSE
1333,50,8,5.5,6,0.995272808,49667.2361,FALSE
1334,50,8,5.5,7,0.996538026,57477.4943,FALSE
1335,50,8,5.5,8,0.997305442,65275.9252,FALSE
1336,50,8,6,1,0.848884778,14593.1331,FALSE
1337,50,8,6,2,0.941919578,19586.3973,FALSE
1338,50,8,6,3,0.975058783,27320.456,FALSE
1339,50,8,6,4,0.987040586,35149.8402,FALSE
1340,50,8,6,5,0.992104853,43118.5825,FALSE
1341,50,8,6,6,0.994611595,51106.6527,FALSE
1342,50,8,6,7,0.996012351,59084.0097,FALSE
1343,50,8,6,8,0.996872815,67048.1454,FALSE
1344,50,9,3.5,1,0.872348623,15601.4661,FALSE
1345,50,9,3.5,2,0.957985441,18611.0841,FALSE
1346,50,9,3.5,3,0.984134503,22962.6069,FALSE
1347,50,9,3.5,4,0.992473476,30029.2575,FALSE
1348,50,9,3.5,5,0.995753031,36771.8399,FALSE
1349,50,9,3.5,6,0.997270858,43712.5955,FALSE
1350,50,9,3.5,7,0.998079139,50714.9222,FALSE
1351,50,9,3.5,8,0.998554045,57738.8562,FALSE
1352,50,9,4,1,0.868400874,15658.7188,FALSE
1353,50,9,4,2,0.954960768,18985.4079,FALSE
1354,50,9,4,3,0.982374384,24001.9577,FALSE
1355,50,9,4,4,0.991463219,31565.2824,FALSE
1356,50,9,4,5,0.995095355,38633.963,FALSE
1357,50,9,4,6,0.99680437,45834.8174,FALSE
1358,50,9,4,7,0.997727416,53073.0547,FALSE
1359,50,9,4,8,0.998276842,60303.0916,FALSE
1360,50,9,4.5,1,0.864349229,15715.7246,FALSE
1361,50,9,4.5,2,0.951845924,19363.0505,FALSE
1362,50,9,4.5,3,0.980494629,26000.6905,FALSE
1363,50,9,4.5,4,0.990365727,32964.7401,FALSE
1364,50,9,4.5,5,0.994366643,40296.6172,FALSE
1365,50,9,4.5,6,0.996284501,47716.9038,FALSE
1366,50,9,4.5,7,0.997332322,55166.0352,FALSE
1367,50,9,4.5,8,0.99795665,62603.7018,FALSE
1368,50,9,5,1,0.860231722,15772.9102,FALSE
1369,50,9,5,2,0.948640167,19762.102,FALSE
1370,50,9,5,3,0.97859307,26907.4841,FALSE
1371,50,9,5,4,0.989189417,34217.0826,FALSE
1372,50,9,5,5,0.99357565,41794.6849,FALSE
1373,50,9,5,6,0.995708633,49425.241,FALSE
1374,50,9,5,7,0.996884819,57057.8918,FALSE
1375,50,9,5,8,0.997600531,64680.1536,FALSE
1376,50,9,5.5,1,0.856095716,15829.9497,FALSE
1377,50,9,5.5,2,0.945348087,20213.8128,FALSE
1378,50,9,5.5,3,0.976582369,27791.9613,FALSE
1379,50,9,5.5,4,0.987915065,35379.9985,FALSE
1380,50,9,5.5,5,0.992708689,43158.2009,FALSE
1381,50,9,5.5,6,0.995072527,50973.4351,FALSE
1382,50,9,5.5,7,0.996393894,58783.7251,FALSE
1383,50,9,5.5,8,0.997195469,66581.2418,FALSE
1384,50,9,6,1,0.851926221,15888.9081,FALSE
1385,50,9,6,2,0.941911178,20878.1811,FALSE
1386,50,9,6,3,0.974469214,28609.094,FALSE
1387,50,9,6,4,0.986569847,36439.1459,FALSE
1388,50,9,6,5,0.991774224,44407.8896,FALSE
1389,50,9,6,6,0.994379613,52396.5166,FALSE
1390,50,9,6,7,0.995842049,60373.6046,FALSE
1391,50,9,6,8,0.996743733,68337.8235,FALSE
1392,50,10,3.5,1,0.874080339,16988.3713,FALSE
1393,50,10,3.5,2,0.957370654,19997.4174,FALSE
1394,50,10,3.5,3,0.983515316,24342.1531,FALSE
1395,50,10,3.5,4,0.992110032,31409.0226,FALSE
1396,50,10,3.5,5,0.995542901,38154.9707,FALSE
1397,50,10,3.5,6,0.997143359,45095.5278,FALSE
1398,50,10,3.5,7,0.997995457,52099.4815,FALSE
1399,50,10,3.5,8,0.998498219,59120.0966,FALSE
1400,50,10,4,1,0.870134838,17025.0364,FALSE
1401,50,10,4,2,0.954334471,20347.8234,FALSE
1402,50,10,4,3,0.981702497,25361.6805,FALSE
1403,50,10,4,4,0.991051546,32926.3742,FALSE
1404,50,10,4,5,0.994848945,39996.8579,FALSE
1405,50,10,4,6,0.996648379,47194.4708,FALSE
1406,50,10,4,7,0.997620608,54433.1784,FALSE
1407,50,10,4,8,0.998202814,61665.1836,FALSE
1408,50,10,4.5,1,0.866077542,17062.8864,FALSE
1409,50,10,4.5,2,0.951196875,20705.8485,FALSE
1410,50,10,4.5,3,0.979768625,27341.7808,FALSE
1411,50,10,4.5,4,0.989905522,34306.21,FALSE
1412,50,10,4.5,5,0.9940731,41641.4344,FALSE
1413,50,10,4.5,6,0.996100216,49066.4753,FALSE
1414,50,10,4.5,7,0.997204137,56508.0922,FALSE
1415,50,10,4.5,8,0.997865332,63944.5811,FALSE
1416,50,10,5,1,0.861953715,17102.1233,FALSE
1417,50,10,5,2,0.947967283,21086.4257,FALSE
1418,50,10,5,3,0.977814216,28229.3918,FALSE
1419,50,10,5,4,0.988672497,35544.8526,FALSE
1420,50,10,5,5,0.993249167,43119.7388,FALSE
1421,50,10,5,6,0.995499383,50748.5246,FALSE
1422,50,10,5,7,0.996738695,58381.5345,FALSE
1423,50,10,5,8,0.997490403,66003.2515,FALSE
1424,50,10,5.5,1,0.85777545,17142.0374,FALSE
1425,50,10,5.5,2,0.944647315,21520.5212,FALSE
1426,50,10,5.5,3,0.975752099,29096.891,FALSE
1427,50,10,5.5,4,0.987348434,36680.3108,FALSE
1428,50,10,5.5,5,0.99234555,44463.6546,FALSE
1429,50,10,5.5,6,0.994830374,52277.6935,FALSE
1430,50,10,5.5,7,0.99622028,60090.6683,FALSE
1431,50,10,5.5,8,0.997067777,67888.5898,FALSE
1432,50,10,6,1,0.853565585,17184.4326,FALSE
1433,50,10,6,2,0.941178148,22168.7811,FALSE
1434,50,10,6,3,0.973596672,29899.1055,FALSE
1435,50,10,6,4,0.985942583,37726.225,FALSE
1436,50,10,6,5,0.991371092,45697.0999,FALSE
1437,50,10,6,6,0.994101671,53684.6149,FALSE
1438,50,10,6,7,0.995646617,61663.5318,FALSE
1439,50,10,6,8,0.996595248,69627.9716,FALSE
1440,55,1,3.5,1,0.698258377,4438.4733,FALSE
1441,55,1,3.5,2,0.79263254,7314.06091,FALSE
1442,55,1,3.5,3,0.878624711,11655.3746,FALSE
1443,55,1,3.5,4,0.954444849,18968.3724,FALSE
1444,55,1,3.5,5,0.989779001,25883.0315,FALSE
1445,55,1,3.5,6,0.996430003,32886.1939,FALSE
1446,55,1,3.5,7,0.99821169,39922.1592,FALSE
1447,55,1,3.5,8,0.998915702,46962.6103,FALSE
1448,55,1,4,1,0.701311019,4658.43768,FALSE
1449,55,1,4,2,0.801498868,7854.01116,FALSE
1450,55,1,4,3,0.892571604,12857.313,FALSE
1451,55,1,4,4,0.966269304,20711.1154,FALSE
1452,55,1,4,5,0.991823198,27910.5376,FALSE
1453,55,1,4,6,0.996740272,35154.4978,FALSE
1454,55,1,4,7,0.998242662,42414.2112,FALSE
1455,55,1,4,8,0.998880838,49670.5078,FALSE
1456,55,1,4.5,1,0.70384941,4867.51391,FALSE
1457,55,1,4.5,2,0.8091354,8388.99596,FALSE
1458,55,1,4.5,3,0.90421306,15106.1672,FALSE
1459,55,1,4.5,4,0.973385171,22287.8398,FALSE
1460,55,1,4.5,5,0.992746455,29720.3262,FALSE
1461,55,1,4.5,6,0.996814531,37179.4409,FALSE
1462,55,1,4.5,7,0.998187279,44643.078,FALSE
1463,55,1,4.5,8,0.998803946,52097.8118,FALSE
1464,55,1,5,1,0.705968608,5068.16708,FALSE
1465,55,1,5,2,0.81580775,8931.27177,FALSE
1466,55,1,5,3,0.913850425,16189.1657,FALSE
1467,55,1,5,4,0.977526575,23713.1689,FALSE
1468,55,1,5,5,0.993119924,31355.1217,FALSE
1469,55,1,5,6,0.996761487,39011.0074,FALSE
1470,55,1,5,7,0.998076209,46662.8648,FALSE
1471,55,1,5,8,0.998691514,54303.108,FALSE
1472,55,1,5.5,1,0.707737261,5262.04155,FALSE
1473,55,1,5.5,2,0.821634776,9506.45381,FALSE
1474,55,1,5.5,3,0.921704022,17236.2139,FALSE
1475,55,1,5.5,4,0.979800999,25013.9613,FALSE
1476,55,1,5.5,5,0.993215295,32848.2869,FALSE
1477,55,1,5.5,6,0.996618036,40685.7317,FALSE
1478,55,1,5.5,7,0.997918494,48513.6378,FALSE
1479,55,1,5.5,8,0.998551702,56327.953,FALSE
1480,55,1,6,1,0.709266147,5450.60222,FALSE
1481,55,1,6,2,0.826708642,10194.1901,FALSE
1482,55,1,6,3,0.927930221,18220.3476,FALSE
1483,55,1,6,4,0.981143057,26210.201,FALSE
1484,55,1,6,5,0.993102043,34223.4974,FALSE
1485,55,1,6,6,0.996410069,42230.6928,FALSE
1486,55,1,6,7,0.997720549,50224.357,FALSE
1487,55,1,6,8,0.998372695,58203.283,FALSE
1488,55,2,3.5,1,0.745634416,5852.47437,FALSE
1489,55,2,3.5,2,0.848265341,8792.67403,FALSE
1490,55,2,3.5,3,0.932129953,13216.7339,FALSE
1491,55,2,3.5,4,0.982797402,20481.3106,FALSE
1492,55,2,3.5,5,0.994747132,27291.3825,FALSE
1493,55,2,3.5,6,0.997591384,34275.2049,FALSE
1494,55,2,3.5,7,0.998620694,41306.9287,FALSE
1495,55,2,3.5,8,0.999096872,48345.0713,FALSE
1496,55,2,4,1,0.746805736,6052.05157,FALSE
1497,55,2,4,2,0.854493174,9312.98489,FALSE
1498,55,2,4,3,0.940990886,14426.8445,FALSE
1499,55,2,4,4,0.985452627,22162.3757,FALSE
1500,55,2,4,5,0.995042961,29287.6586,FALSE
1501,55,2,4,6,0.997576402,36521.0086,FALSE
1502,55,2,4,7,0.998555607,43777.2794,FALSE
1503,55,2,4,8,0.999022822,51033.3352,FALSE
1504,55,2,4.5,1,0.747605605,6242.10392,FALSE
1505,55,2,4.5,2,0.859630492,9831.62044,FALSE
1506,55,2,4.5,3,0.947350962,16607.4289,FALSE
1507,55,2,4.5,4,0.986696034,23686.8031,FALSE
1508,55,2,4.5,5,0.995076654,31072.5433,FALSE
1509,55,2,4.5,6,0.997468904,38524.9786,FALSE
1510,55,2,4.5,7,0.998440848,45986.4886,FALSE
1511,55,2,4.5,8,0.998920609,53440.8086,FALSE
1512,55,2,5,1,0.74810345,6424.69243,FALSE
1513,55,2,5,2,0.86387657,10358.0783,FALSE
1514,55,2,5,3,0.951857631,17648.2672,FALSE
1515,55,2,5,4,0.987193327,25075.6354,FALSE
1516,55,2,5,5,0.994952926,32687.0663,FALSE
1517,55,2,5,6,0.997304241,40337.102,FALSE
1518,55,2,5,7,0.998283715,47987.6988,FALSE
1519,55,2,5,8,0.998786025,55627.5244,FALSE
1520,55,2,5.5,1,0.748350303,6601.56439,FALSE
1521,55,2,5.5,2,0.867363322,10923.4356,FALSE
1522,55,2,5.5,3,0.954897478,18659.5196,FALSE
1523,55,2,5.5,4,0.987344576,26348.8826,FALSE
1524,55,2,5.5,5,0.994712306,34160.5224,FALSE
1525,55,2,5.5,6,0.997071738,41993.9623,FALSE
1526,55,2,5.5,7,0.998097327,49820.8842,FALSE
1527,55,2,5.5,8,0.9986285,57635.0264,FALSE
1528,55,2,6,1,0.748417828,6774.38379,FALSE
1529,55,2,6,2,0.870128074,11643.221,FALSE
1530,55,2,6,3,0.956888682,19608.6487,FALSE
1531,55,2,6,4,0.98719589,27522.1826,FALSE
1532,55,2,6,5,0.994371862,35517.9386,FALSE
1533,55,2,6,6,0.996793871,43521.9213,FALSE
1534,55,2,6,7,0.997866758,51514.758,FALSE
1535,55,2,6,8,0.998438684,59493.5098,FALSE
1536,55,3,3.5,1,0.785460602,7261.53551,FALSE
1537,55,3,3.5,2,0.896747344,10259.3976,FALSE
1538,55,3,3.5,3,0.967953763,14719.1151,FALSE
1539,55,3,3.5,4,0.991311279,21909.8703,FALSE
1540,55,3,3.5,5,0.996476776,28683.1731,FALSE
1541,55,3,3.5,6,0.998141941,35662.146,FALSE
1542,55,3,3.5,7,0.998846256,42691.0595,FALSE
1543,55,3,3.5,8,0.999206177,49729.6242,FALSE
1544,55,3,4,1,0.785085889,7440.67734,FALSE
1545,55,3,4,2,0.899899838,10758.2682,FALSE
1546,55,3,4,3,0.970332829,15924.1506,FALSE
1547,55,3,4,4,0.991469598,23553.4338,FALSE
1548,55,3,4,5,0.996355203,30656.0905,FALSE
