hyper,ave_epoch,epoch,ave_indicator,indicator,ave_score,socre
"(1, 23, 'sigmoid')",106.0,"[48, 42, 26, 21, 393]",0.6654614792857272,"[0.7472180206472105, 0.7623624076892301, 0.5076470824154824, 0.36623824316170095, 0.9438416425150118]",0.06561588,"[0.061155472, 0.06270893, 0.08252303, 0.088855594, 0.03283637]"
"(1, 23, 'softplus')",380.4,"[836, 562, 138, 176, 190]",0.9481473612274065,"[0.972979622346391, 0.9629271324829124, 0.8882537975179322, 0.9533340619967317, 0.9632421917930651]",0.02695092,"[0.019994382, 0.024768513, 0.03931455, 0.024111364, 0.026565792]"
"(1, 23, 'tanh')",385.0,"[637, 414, 313, 365, 196]",0.9536335612160585,"[0.9746755287366207, 0.9481824193904842, 0.9478806468453433, 0.9566032288548796, 0.9408259822529648]",0.026489377,"[0.019356752, 0.02928265, 0.026849516, 0.023251476, 0.033706486]"
"(1, 24, 'elu')",450.0,"[485, 703, 384, 412, 266]",0.953240267313924,"[0.9617712315179561, 0.9710043134778705, 0.9418449014636611, 0.9544089265863518, 0.9371719635237801]",0.026522506,"[0.023782495, 0.021904761, 0.028361605, 0.023832066, 0.03473159]"
"(1, 24, 'sigmoid')",173.0,"[47, 41, 78, 21, 678]",0.7387428098463297,"[0.740491753107555, 0.7332037545380234, 0.802817757206122, 0.46260656139599443, 0.9545942229839537]",0.05839606,"[0.061963778, 0.0664449, 0.052224085, 0.0818216, 0.029525923]"
"(1, 24, 'softplus')",457.4,"[992, 667, 255, 185, 188]",0.9532413305250893,"[0.9722503049550083, 0.9661106612148568, 0.9151717754006419, 0.9535399401736894, 0.9591339708812502]",0.026053285,"[0.020262426, 0.02368118, 0.03425367, 0.02405812, 0.028011037]"
"(1, 24, 'tanh')",303.6,"[407, 26, 310, 436, 339]",0.8033371998828065,"[0.9427290265530877, 0.22866208540038835, 0.9222145098750203, 0.956354058113746, 0.9667263194717899]",0.044696342,"[0.029109154, 0.112978086, 0.032800935, 0.02331813, 0.025275419]"
"(2, 8, 'elu')",345.0,"[615, 99, 379, 317, 315]",0.9499038535641879,"[0.9694016074405825, 0.9052514888279763, 0.9536123825789908, 0.9502564315183456, 0.970997357455045]",0.026939023,"[0.021277059, 0.039596613, 0.025330162, 0.024893746, 0.023597538]"
"(2, 8, 'sigmoid')",142.2,"[16, 13, 300, 127, 255]",0.5512654871864522,"[-0.010637226397145705, -0.015475783399590215, 0.9220844413154341, 0.9150331839787346, 0.9453228204348286]",0.06993501,"[0.122281276, 0.12963033, 0.032828346, 0.032534674, 0.032400444]"
"(2, 8, 'softplus')",319.8,"[360, 425, 171, 282, 361]",0.9592129482205817,"[0.9616831141494683, 0.9649668580735693, 0.929269032444561, 0.9639682881391687, 0.9761774482961412]",0.024347791,"[0.023809891, 0.0240775, 0.031278197, 0.021186745, 0.021386616]"
"(2, 8, 'tanh')",388.6,"[461, 453, 481, 383, 165]",0.9563065243339743,"[0.9568051812900547, 0.9603128108896134, 0.954088406599746, 0.9681824572469309, 0.9421437656435268]",0.025869038,"[0.025280062, 0.025626954, 0.025199858, 0.019909259, 0.03332906]"
"(2, 9, 'elu')",523.2,"[785, 651, 443, 348, 389]",0.9707349620247445,"[0.9693908691721389, 0.9738929880556664, 0.9660566895360966, 0.9645384548820661, 0.9797958084777542]",0.020889517,"[0.021280792, 0.020785019, 0.02166776, 0.021018445, 0.019695576]"
"(2, 9, 'sigmoid')",426.8,"[15, 14, 757, 332, 1016]",0.6302813083613936,"[0.09759974891313428, 0.15208864867738303, 0.9620331255410303, 0.9626985766986694, 0.9769864419767507]",0.059898864,"[0.11554786, 0.118453264, 0.022916026, 0.02155681, 0.021020344]"
"(2, 9, 'softplus')",872.0,"[725, 2321, 530, 418, 366]",0.9716274163230851,"[0.9718802493986578, 0.9691689183914911, 0.971746155492916, 0.964842520782108, 0.9804992375502526]",0.020606179,"[0.020397082, 0.022587396, 0.01976859, 0.02092814, 0.019349677]"
"(2, 9, 'tanh')",339.8,"[379, 420, 346, 225, 329]",0.9612327440858996,"[0.9560143812789903, 0.9750083840093928, 0.9559650344677839, 0.9485070700304205, 0.9706688506429103]",0.02391691,"[0.025510423, 0.020336162, 0.024679465, 0.02532769, 0.023730805]"
"(2, 10, 'elu')",380.8,"[295, 394, 445, 498, 272]",0.9631594247857842,"[0.9591370350679012, 0.9591176313442363, 0.9645678867311813, 0.9648748483066294, 0.9680997224789728]",0.023680571,"[0.02458823, 0.02600997, 0.02213785, 0.020918518, 0.02474829]"
"(2, 10, 'sigmoid')",310.2,"[466, 694, 13, 12, 366]",0.5372830950897971,"[0.9607737764286969, 0.9696808151714922, -0.047526028419052624, -0.16112492762349828, 0.9646118398913472]",0.06263948,"[0.024090761, 0.0223991, 0.12037029, 0.1202711, 0.026066152]"
"(2, 10, 'softplus')",221.4,"[13, 348, 269, 193, 284]",0.7363228828423454,"[-0.16837523076614969, 0.9658618344645492, 0.959842175234477, 0.9580444349683661, 0.9662412003104841]",0.04542703,"[0.13147812, 0.02376796, 0.02356796, 0.022862125, 0.025459006]"
"(2, 10, 'tanh')",341.6,"[333, 386, 309, 246, 434]",0.9637630992154778,"[0.9654385735510234, 0.9725435308870362, 0.9597072554003334, 0.9611464063500271, 0.9599797298889693]",0.023451272,"[0.022612996, 0.021315433, 0.023607519, 0.022000745, 0.027719663]"
"(2, 11, 'elu')",403.4,"[378, 561, 458, 218, 402]",0.9630776129528329,"[0.9671796177959787, 0.9698388655282432, 0.9530666068382833, 0.9495971767013746, 0.9757057979002844]",0.02330218,"[0.022036068, 0.022340644, 0.025478737, 0.025058161, 0.02159729]"
