Index NStage_T1 RR_T1 TopPres_T1 StoF_T1 NStage_T2 RR_T2 TopPres_T2 DIST_C4H8_T1 DIST_C4H6_T1 RebDuty_T1 DIST_C4H6_T2 DIST_SOL_T2 RebDuty_T2 hasIssue hasERROR TimeCost 
41 80 5.829299968910926 3.500276770710856 2.438638835026286 12 0.4715129238139272 3.5002069372612015 0.994953826 0.00504583187 16464.4152 0.994940606 0.999997217 11579.368 True True 1.4942004680633545 
42 80 5.925259741365892 3.50044304970837 2.3914571991400755 11 0.43678583161339524 3.5006140051700467 0.994512551 0.00548711623 16383.6868 0.994223177 0.999939374 11519.018 True False 1.4694054126739502 
43 80 5.605534469062302 3.502021338195663 2.742851091808405 11 0.5145151518050887 3.5022995645641077 0.997242469 0.00275715051 17628.5545 0.9969226 0.999941594 12321.2628 True False 1.4704201221466064 
44 80 5.586876514559539 3.506003988862344 3.1111741425764756 12 0.5946623028072688 3.500207678429184 0.998602048 0.00139753658 19669.4813 0.998462669 0.999977529 12799.0824 True False 1.4839165210723877 
45 80 5.799767294555676 3.5013008269613666 2.5963816386870806 11 0.5125330346591795 3.5031643173113047 0.996418706 0.0035809365 17166.1916 0.996167756 0.999951575 12044.7673 True False 1.5017948150634766 
46 80 5.77952631273802 3.5049366063316665 2.8417330340016713 11 0.5243457786195471 3.5023588313470384 0.997804918 0.00219470091 18390.3089 0.997447144 0.999936959 12489.3504 True False 1.4358279705047607 
47 80 6.036522158362392 3.5002548860935767 2.5310727636283055 11 0.4688098455880693 3.5007856703990807 0.996076575 0.00392308451 17181.2898 0.995779593 0.999941227 11863.9853 True False 1.4559731483459473 
48 80 5.827871305535311 3.5016705629282807 2.3496621339970645 11 0.44415295708761404 3.500033698913015 0.993780771 0.00621889449 16062.8834 0.993527082 0.999945889 11423.8651 True False 1.4857358932495117 
49 80 5.853288453076708 3.5000849138707997 2.4994658679144863 11 0.4631784253448593 3.5029780603338696 0.99563034 0.00436931398 16778.6853 0.995338444 0.999941496 11793.6589 True False 1.4206550121307373 
50 80 5.478245978111043 3.500000337403108 2.7289483470885614 10 0.524183568822908 3.505835002112143 0.997073795 0.00292581907 17376.6122 0.996781352 0.999946321 12301.4825 True False 1.4516065120697021 
51 80 5.964399291733251 3.50566129887289 2.6071957836599142 12 0.5131188386333829 3.501333366740067 0.996610691 0.00338895734 17453.2359 0.996610576 0.99999991 12004.9429 True True 1.4706206321716309 
52 80 5.658057908267746 3.5010139482735316 2.962246941057509 11 0.6043560901096121 3.500186726946919 0.998209394 0.00179020917 18875.6848 0.997951729 0.999956428 12734.2658 True False 1.4677810668945312 
53 80 5.863964006975244 3.500255634276469 2.4093095490415597 11 0.439272499648044 3.5005570857755806 0.994654085 0.0053455776 16378.9674 0.994360603 0.99993897 11563.7885 True False 1.4471981525421143 
54 80 5.772258932973291 3.5062754895407657 2.823946903032094 10 0.5460876998263798 3.500965929095528 0.997725501 0.0022741183 18288.2895 0.997424469 0.999946612 12462.2273 True False 1.4369072914123535 
55 80 5.829391979701022 3.500269684167769 2.667726633373927 10 0.5001557103848084 3.5010608439926605 0.996935987 0.00306365131 17559.9947 0.996630221 0.999942594 12154.4733 True False 1.4237031936645508 
56 80 5.59559326168107 3.500053344436637 3.2103750928939703 12 0.6028153959466946 3.5002491468542667 0.998817116 0.0011824625 20321.8197 0.998640171 0.999972372 12856.7558 True False 1.4978811740875244 
57 80 5.829299968910926 3.500699446263485 2.5178639696102234 11 0.4709906486367485 3.500388025764173 0.995782463 0.00421718766 16832.1136 0.995496727 0.999943149 11837.1018 True False 1.4988319873809814 
58 80 5.614913838344126 3.5047514216524434 2.756835138564641 11 0.5129485015920385 3.500161696595407 0.997322668 0.0026769498 17717.4607 0.996991267 0.999939798 12336.4948 True False 1.467273235321045 
59 80 6.424089643685037 3.5002194233817026 2.400796189678521 12 0.45716968288330506 3.5025459486928443 0.995111793 0.00488789301 17116.087 0.992929513 0.999545125 11411.2331 True True 1.4839224815368652 
60 80 5.658057908267746 3.504225548004325 3.184508149168338 11 0.6043560901096121 3.502073204029855 0.99877632 0.00122326282 20243.3767 0.998391255 0.999939462 12902.9342 True False 1.5001461505889893 
61 80 6.134134223230166 3.502741808773505 2.3818072705616986 12 0.46075733906291094 3.500067539562946 0.99463309 0.00536658521 16631.9151 0.994562904 0.999985188 11461.1838 True False 1.470020055770874 
62 80 6.036522158362392 3.5002626684552967 2.5310727636283055 11 0.4688098455880693 3.500741807793623 0.996076566 0.00392309348 17181.3007 0.995779943 0.999941298 11863.8396 True False 1.5226469039916992 
63 80 5.77952631273802 3.5008325406282066 2.717281724392495 10 0.5238814459560498 3.5023588313470384 0.997203049 0.00279658172 17734.9889 0.996916411 0.999947163 12274.0383 True False 1.485105276107788 
64 80 5.866241190657289 3.50042684672745 3.116750858815942 10 0.5959799468047894 3.5005477021211098 0.998672991 0.0013266104 20075.1576 0.998319586 0.999943228 12863.0546 True False 1.502575159072876 
65 80 6.09488129514191 3.5013663330396416 2.3207721583006213 13 0.46258654147155676 3.5004371589666774 0.993772965 0.00622671465 16304.8221 0.860642684 0.999999864 11297.6144 True True 1.5001893043518066 
66 80 5.850854598084907 3.504337172185934 2.5963816386870806 11 0.5125330346591795 3.5031643173113047 0.996454915 0.00354472922 17241.4944 0.996203222 0.999951432 12039.7878 True False 1.505540132522583 
67 80 5.559447164457081 3.5003223464425073 3.2624104862609142 11 0.6501143203235653 3.5007608448564884 0.99890613 0.00109344113 20641.0053 0.998503828 0.999938265 12964.3136 True False 1.4388408660888672 
68 80 5.658057908267746 3.504296813502477 2.9248788062513245 11 0.6043560901096121 3.500185153860122 0.998080855 0.00191875059 18674.6523 0.997838389 0.999958469 12678.5033 True False 1.5005688667297363 
69 80 5.829279736856401 3.500699446263485 2.3528117052051227 11 0.4709906486367485 3.500094700021546 0.993826922 0.00617274437 16077.662 0.993613933 0.999954619 11459.2449 True False 1.4361076354980469 
70 80 6.4321230803100455 3.500179177225648 2.263880139700796 10 0.41140328534183 3.500789593874382 0.993340696 0.00665900151 16522.7744 0.993066281 0.99993926 11170.0075 True False 1.468949556350708 
71 80 5.490422674477396 3.502410727733784 2.7453997871006077 10 0.5242285083306955 3.508440930317422 0.997179608 0.00282000436 17479.7919 0.996877782 0.999944933 12331.3011 True False 1.4499306678771973 
72 80 5.666812048452691 3.5004330336996974 3.2452979100511747 11 0.6798633952795494 3.5001759553059917 0.998893125 0.00110645469 20667.9237 0.99854477 0.999946254 13000.6461 True False 1.5128347873687744 
73 80 5.8298955145215015 3.5010793924632533 2.585481280882153 12 0.518082925826616 3.500774457568781 0.996359052 0.00364059348 17155.1439 0.996340336 0.99999631 11870.2964 True True 1.4957380294799805 
74 80 5.878776105286616 3.5009469534217628 2.813208787688548 12 0.5383376621191116 3.5031583971577485 0.997724078 0.00227554965 18369.6785 0.997621446 0.999981687 12404.4405 True False 1.4983773231506348 
75 80 5.864879555204659 3.50044304970837 2.3878762373184044 11 0.43678583161339524 3.5006140051700467 0.994381337 0.00561832777 16283.8061 0.994093818 0.99993967 11510.84 True False 1.4706876277923584 
76 80 5.5860328949251095 3.502410727733784 2.838714595496322 11 0.5242375218638634 3.5084678914951652 0.997708042 0.00229156747 18101.3535 0.997351035 0.999937025 12499.1704 True False 1.4575092792510986 
77 80 5.56582491547536 3.500337301647627 2.666310203318719 10 0.5007053900385032 3.500074213774526 0.99673749 0.00326213494 17183.9206 0.99643446 0.999943073 12154.6293 True False 1.4710438251495361 
78 80 5.430894187057977 3.5000667804050924 2.990079743693042 11 0.5914473086654899 3.5019254148165553 0.998219942 0.00177964507 18716.6268 0.997927088 0.999950944 12761.2778 True False 1.4838526248931885 
79 80 6.337526622006008 3.5002194233817026 2.44170866385315 12 0.45716968288330506 3.5025459486928443 0.995474135 0.00452554417 17182.2138 0.995181853 0.999940045 11743.9876 True True 1.5050818920135498 
80 80 5.757844809338816 3.500255634276469 3.251658839303433 11 0.6273853492411433 3.5005570857755806 0.998917773 0.0010818119 20827.0416 0.998496334 0.99993512 12951.0013 True False 1.4840807914733887 
81 80 5.614913838344126 3.5047514216524434 2.6446206210875864 12 0.5126160765114833 3.500161696595407 0.996621859 0.00337776852 17151.5457 0.996572568 0.999990606 12073.9472 True True 1.4453091621398926 
82 80 5.478245978111043 3.500161595537067 2.7452603350807703 12 0.524183568822908 3.505835002112143 0.997170522 0.00282909086 17461.7449 0.997072144 0.999982005 12282.8014 True False 1.479257583618164 
83 80 5.878090999456546 3.5001600427208572 2.8401874982634916 11 0.5383376621191116 3.5031583971577485 0.997838401 0.0021612252 18514.363 0.997512557 0.99994255 12506.4546 True False 1.4704735279083252 
84 80 5.838017784377486 3.501841720548726 2.6095305840356153 12 0.518082925826616 3.510139318968649 0.996546265 0.0034533779 17281.5706 0.996143101 0.999922645 12497.0627 True True 1.4547576904296875 
85 80 5.828947989102826 3.502577358094287 3.116750858815942 10 0.5959799468047894 3.5001012412404213 0.998665724 0.00133387521 20029.3543 0.998311456 0.999943089 12856.3831 True False 1.4550108909606934 
86 80 5.593917030916111 3.5066340522013455 2.94320252016156 12 0.6059061902002112 3.500408781049789 0.998120518 0.00187908101 18691.3774 0.99804742 0.999987511 12641.6705 True False 1.4673311710357666 
87 80 5.860282484503871 3.5001600427208572 2.8401874982634916 11 0.524183568822908 3.5031583971577485 0.997831226 0.00216839858 18486.9746 0.997474504 0.999937111 12495.7918 True False 1.4765300750732422 
88 80 5.747469759896493 3.503010970938697 2.801773935535418 11 0.5248505636182206 3.5094616886362053 0.997616451 0.00238317075 18131.6331 0.997282764 0.999940359 12439.6581 True False 1.5031218528747559 
89 80 5.50386584035159 3.500537476031374 2.712814404050147 10 0.5120610635070544 3.508440129143763 0.996993415 0.00300620223 17331.2359 0.996685698 0.999943185 12263.5962 True False 1.467226505279541 
90 80 5.829279736856401 3.500036569665512 2.3564421241644675 13 0.4709906486367485 3.500094700021546 0.993881119 0.00611854732 16092.9697 0.99388046 0.999999789 11398.9982 True True 1.5162999629974365 
91 80 5.48859787423147 3.5008325406282066 2.717281724392495 10 0.5238814459560498 3.5020357085881533 0.997009486 0.00299012913 17333.2095 0.996722919 0.999947172 12273.2768 True False 1.493988275527954 
92 80 5.596414826359177 3.5008877505103024 3.041261937676258 12 0.6150834795015577 3.5001031256599857 0.998427634 0.00157195912 19244.5183 0.998339879 0.999985503 12772.9417 True False 1.4968616962432861 
93 80 5.304382476854626 3.500861408802297 3.0985447714381746 10 0.5913325112104212 3.5007502910660016 0.998492449 0.00150711984 19186.5647 0.998143732 0.999943644 12844.3339 True False 1.5160818099975586 
94 80 5.954177501955313 3.5000695323283284 2.3878762373184044 11 0.43678583161339524 3.511210967585864 0.994505279 0.00549438961 16407.1332 0.994215577 0.999939214 11524.2513 True False 1.478193998336792 
95 80 5.754717297513643 3.5008777842769816 3.2471474213406926 11 0.6579541745223858 3.500159272397796 0.998909521 0.00109006347 20793.937 0.998533587 0.999942038 12981.3562 True False 1.558079719543457 
96 80 6.085730684345502 3.5000521177210473 2.4072001266246725 11 0.46258654147155676 3.500112446736332 0.994888622 0.00511105006 16676.3367 0.994640561 0.999948363 11579.7274 True False 1.6752843856811523 
97 80 5.478245978111043 3.5000436495471443 2.868845951051717 11 0.524183568822908 3.5474696630849203 0.997787538 0.00221206362 18107.6568 0.997403225 0.999932924 12609.3731 True False 1.6554288864135742 
98 80 5.587729871149772 3.5012994841808602 2.846534000791489 9 0.5744119202706967 3.500408781049789 0.997745299 0.00225431053 18144.4877 0.996752844 0.999825513 12663.4492 True False 1.5454511642456055 
99 80 6.1316113244205415 3.500818202072219 2.469692453840735 10 0.4631784253448593 3.5013102347273266 0.995592735 0.0044069336 17026.7303 0.995317812 0.999944233 11710.7706 True False 1.475661277770996 
